,hindi,english
0,अंत्येष्टि,Antyesti
1,अनिल अंबानी,Anil Ambani
2,अमिताभ बच्चन,Amitabh Bachchan
3,अमृता राव,Amrita Rao
4,अरुण जेटली,Arun Jaitley
5,उद्धव ठाकरे,Uddhav Thackeray
6,कार्टूनिस्ट,Cartoonist
7,केशव सीताराम ठाकरे,Prabodhankar Thackeray
8,नवाज़ुद्दीन सिद्दीकी,Nawazuddin Siddiqui
9,नितिन गडकरी,Nitin Gadkari
10,पत्नी,Wife
11,पुणे,Pune
12,पुत्र,Son
13,बालकडू,Balkadu
14,भाजपा,Bharatiya Janata Party
15,भारत,India
16,भारत के प्रधानमन्त्री,Prime Minister of India
17,मनमोहन सिंह,Manmohan Singh
18,मराठी,Marathi language
19,मराठी भाषा,Marathi language
20,महाराष्ट्र,Maharashtra
21,महाराष्ट्र नवनिर्माण सेना,Maharashtra Navnirman Sena
22,मुंबई,Mumbai
23,मेनका गांधी,Maneka Gandhi
24,राज ठाकरे,Raj Thackeray
25,लालकृष्ण आडवानी,L. K. Advani
26,लेखक,Writer
27,लोक सभा,Lok Sabha
28,शरद पवार,Sharad Pawar
29,शिव सेना,Shiv Sena
30,शिवसेना,Shiv Sena
31,समाचारपत्र,Newspaper
32,सामना,Saamana
33,सुषमा स्वराज,Sushma Swaraj
34,स्वप्ना पाटकर,Swapna Patker
35,हिन्दी,Hindi
36,हिन्दू,Hindus
37,हृदय,Heart
38,कराड,Karad
39,केसरी,Kesari
40,पत्रकार,Journalist
41,बाल गंगाधर तिलक,Bal Gangadhar Tilak
42,भारत,India
43,महाराष्ट्र,Maharashtra
44,रत्नागिरि,Ratnagiri
45,विष्णु कृष्ण चिपलूणकर,Vishnushastri Krushnashastri Chiplunkar
46,सातारा,Satara (city)
47,इंग्लैण्ड,England
48,भारत,India
49,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
50,महात्मा गांधी,Mahatma Gandhi
51,सर्वेन्ट्स ऑफ इंडिया सोसायटी,Servants of India Society
52,इतिहास,History
53,गाँव,Village
54,चन्द्रशेखर आज़ाद,Chandra Shekhar Azad
55,पिता,Father
56,पुणे,Pune
57,पुणे जिला,Pune district
58,भगत सिंह,Bhagat Singh
59,मृत्यु,Death
60,लाहौर,Lahore
61,वाराणसी,Varanasi
62,वेद,Vedas
63,शिवाजी,Shivaji
64,सुखदेव,Sukhdev Thapar
65,हिन्दुस्तान,Hindustan
66,हिन्दू,Hindus
