,hindi,english
0,अजमेर,Ajmer
1,आर्य समाज,Arya Samaj
2,कांग्रेस,Congress
3,प्रजा परिषद,Jammu Praja Parishad
4,बीकानेर,Bikaner
5,मिश्र,Mishra
6,मुम्बई,Mumbai
7,मेयो कॉलेज,Mayo College
8,विश्वयुद्ध,World war
9,श्रीगंगानगर,Sri Ganganagar
10,14,14 (number)
11,ईश्वरी सिंह,Ishwari Singh
12,उत्तर प्रदेश,Uttar Pradesh
13,उदयपुर,Udaipur
14,कुम्हेर,Kumher
15,जयपुर,Jaipur
16,जहाजपुर,Jahazpur
17,जाट,Jat people
18,झज्जर,Jhajjar
19,डीग,Deeg
20,दिल्ली,Delhi
21,नादिरशाह,Nader Shah
22,परगना,Pargana
23,पानीपत की तीसरी लड़ाई,Third Battle of Panipat
24,पेशवा,Peshwa
25,बदन सिंह,Badan Singh
26,भरतपुर,"Bharatpur, Rajasthan"
27,मथुरा,Mathura
28,मराठा,Maratha (caste)
29,महाराजा जयसिंह,Jai Singh II
30,महारानी किशोरी,Maharani Kishori
31,राजस्थान,Rajasthan
32,रोहतक,Rohtak
33,शाहदरा,Shahdara district
34,सवाई जयसिंह,Jai Singh II
35,हरियाणा,Haryana
36,हिन्दू,Hindus
37,१७४७,1747
38,१७४८,1748
39,१७५४,1754
40,२१ सितम्बर,September 21
41,महाराणा प्रताप,Maharana Pratap
42,मेवाड़,Mewar
43,राणा सांगा,Rana Sanga
44,विक्रमादित्य,Vikramaditya
