,hindi,english
0,पद्म भूषण,Padma Bhushan
1,भारत,India
2,भारत सरकार,Government of India
3,महाराष्ट्र,Maharashtra
4,२००६,2006
5,अभियांत्रिकी,Engineering
6,दिल्ली,Delhi
7,पद्म भूषण,Padma Bhushan
8,पद्म विभूषण,Padma Vibhushan
9,भारत,India
10,भारत सरकार,Government of India
11,२०००,2000
12,उपन्यास,Novel
13,कलिंग पुरस्कार,Kalinga Prize
14,कैम्ब्रिज विश्वविद्यालय,University of Cambridge
15,कोल्हापुर,Kolhapur
16,खगोलभौतिकी,Astrophysics
17,गणित,Mathematics
18,टाटा मूलभूत अनुसंधान संस्थान,Tata Institute of Fundamental Research
19,पद्म भूषण,Padma Bhushan
20,पद्म विभूषण,Padma Vibhushan
21,ब्रह्माण्ड,Universe
22,भारत,India
23,महाराष्ट्र भूषण पुरस्कार,Maharashtra Bhushan Award
24,वाराणसी,Varanasi
25,विज्ञान,Science
26,विष्णु,Vishnu
27,स्थायी अवस्था सिद्धान्त,Steady-state model
28,हिन्दी,Hindi
29,हॉयल-नार्लीकर गुरुत्व सिद्धान्त,Hoyle–Narlikar theory of gravity
30,हॉयल-नार्लीकर सिद्धान्त,Hoyle–Narlikar theory of gravity
31,भारत,India
32,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
33,वैज्ञानिक एवं औद्योगिक अनुसंधान परिषद,Council of Scientific and Industrial Research
