,hindi,english
0,इतिहास,History
1,गाँव,Village
2,दिल्ली,Delhi
3,नई दिल्ली,New Delhi
4,पश्चिम बंगाल,West Bengal
5,पुलिस,Police
6,प्रफुल्ल चाकी,Prafulla Chaki
7,भारत,India
8,माता,Mother
9,मुजफ्फरपुर,Muzaffarpur
10,मृत्यु,Death
11,युगान्तर,Jugantar
12,लुधियाना,Ludhiana
13,लॉर्ड कर्जन,"George Curzon, 1st Marquess Curzon of Kedleston"
14,वन्दे मातरम्,Vande Mataram
15,स्वदेशी आन्दोलन,Swadeshi movement
16,हिन्दुस्तान,Hindustan
17,११ अगस्त,August 11
18,१६ मई,May 16
19,१८८९,1889
20,१९०५,1905
21,१९०६,1906
22,१९०७,1907
23,१९०८,1908
24,1879,1879
25,1915,1915
26,अनुशीलन समिति,Anushilan Samiti
27,कलकत्ता विश्वविद्यालय,University of Calcutta
28,गदर राज्य-क्रान्ति,Ghadar Mutiny
29,बंगाल,Bengal
30,बालासोर,Balasore
31,यतीन्द्र मोहन सेनगुप्त,Jatindra Mohan Sengupta
32,युगान्तर,Jugantar
33,युगान्तर पार्टी,Jugantar
34,कलकत्ता उच्च न्यायालय,Calcutta High Court
35,कोलकाता,Kolkata
36,खादी,Khadi
37,ढाका,Dhaka
38,दार्जिलिंग,Darjeeling
39,दिल्ली,Delhi
40,नागपुर,Nagpur
41,पटना,Patna
42,महात्मा गांधी,Mahatma Gandhi
43,सरोजिनी नायडू,Sarojini Naidu
44,आर्य समाज,Arya Samaj
45,उत्तर प्रदेश,Uttar Pradesh
46,गाँव,Village
47,चन्दननगर,Chandannagar
48,जापान,Japan
49,जापानी भाषा,Japanese language
50,टोक्यो,Tokyo
51,दिल्ली,Delhi
52,दिल्ली दरबार,Delhi Durbar
53,देहरादून,Dehradun
54,निरालम्ब स्वामी,Niralamba Swami
55,पत्रकार,Journalist
56,बंगाल,Bengal
57,बर्धमान,Bardhaman
58,बसन्त कुमार विश्वास,Basanta Kumar Biswas
59,ब्रिटिश राज,British Raj
60,भारत,India
61,भारतीय राष्ट्रवाद,Indian nationalism
62,मृत्यु,Death
63,युगान्तर,Jugantar
64,रामायण,Ramayana
65,लेखक,Writer
66,लॉर्ड हार्डिंग,"Charles Hardinge, 1st Baron Hardinge of Penshurst"
67,शंघाई,Shanghai
68,सुभाष चंद्र बोस,Subhas Chandra Bose
69,१९११,1911
70,१९१३,1913
71,१९१५,1915
72,१९१६,1916
73,१९२३,1923
74,१९४२,1942
75,१९४५,1945
76,२२ जून,June 22
77,२८ मार्च,March 28
