,hindi,english
0,भारत,India
1,रोहित शर्मा,Rohit Sharma
2,स्टुअर्ट बिन्नी,Stuart Binny
3,इंडियन प्रीमियर लीग,Indian Premier League
4,एक दिवसीय अंतरराष्ट्रीय,One Day International
5,क्रिकेट,Cricket
6,गौतम गंभीर,Gautam Gambhir
7,ट्रेंट ब्रिज,Trent Bridge
8,ट्वेन्टी-२० अंतरराष्ट्रीय,Twenty20 International
9,दिल्ली,Delhi
10,"धर्मशाला, हिमाचल प्रदेश",Dharamshala
11,न्यूज़ीलैंड क्रिकेट टीम,New Zealand national cricket team
12,पीसीए स्टेडियम,Punjab Cricket Association IS Bindra Stadium
13,प्रथम श्रेणी क्रिकेट,First-class cricket
14,प्रवीण आमरे,Pravin Amre
15,भारत,India
16,महाराष्ट्र,Maharashtra
17,मुम्बई,Mumbai
18,यूनाइटेड किंगडम,European Charter for Regional or Minority Languages
19,राजकोट,Rajkot
20,रोहित शर्मा,Rohit Sharma
21,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
22,1924,1924
23,1940,1940
24,1960,1960
25,1961,1961
26,1962,1962
27,1963,1963
28,1964,1964
29,1965,1965
30,1966,1966
31,1968,1968
32,1969,1969
33,1970,1970
34,1973,1973
35,1974,1974
36,1977,1977
37,1978,1978
38,1979,1979
39,1980,1980
40,2005,2005
41,24 दिसंबर,December 24
42,31 जुलाई,July 31
43,अनमोल घड़ी,Anmol Ghadi
44,अमिताभ बच्चन,Amitabh Bachchan
45,अमृतसर,Amritsar
46,आकाशवाणी,All India Radio
47,आराधना,Aradhana
48,आशा भोंसले,Asha Bhosle
49,इंटरनेट मूवी डेटाबेस,IMDb
50,उदित नारायण,Udit Narayan
51,ऋषि कपूर,Rishi Kapoor
52,ओ पी नैय्यर,O. P. Nayyar
53,कल्याणजी-आनंदजी,Kalyanji–Anandji
54,कश्मीर की कली,Kashmir Ki Kali
55,क़व्वाली,Qawwali
56,काजल,Kohl (cosmetics)
57,किशोर कुमार,Kishore Kumar
58,कुन्दन लाल सहगल,K. L. Saigal
59,ग़ज़ल,Ghazal
60,गुरु दत्त,Guru Dutt
61,गूगल डूडल,Google Doodle
62,चौदहवीं का चांद,Chaudhvin Ka Chand
63,जंगली,Junglee (1961 film)
64,जब जब फूल खिले,Jab Jab Phool Khile
65,जयदेव,Jayadeva
66,जीतेन्द्र,Jeetendra
67,जॉनी वॉकर,Johnny Walker (actor)
68,जॉय मुखर्जी,Joy Mukherjee
69,तलत महमूद,Talat Mahmood
70,दिलीप कुमार,Dilip Kumar
71,दुलारी,Dulari (film)
72,देव आनंद,Dev Anand
73,देवानंद,Dev Anand
74,दो बदन,Do Badan
75,धर्मेन्द्र,Dharmendra
76,नीलकमल,Nymphaea nouchali
77,नौशाद,Naushad
78,पंजाबी,Punjabi
79,पद्म श्री,Padma Shri
80,पद्मश्री पुरस्कार,Padma Shri
81,फकीर,Fakir
82,बम्बई,Mumbai
83,बैजू बावरा,Baiju Bawra
84,भजन,Bhajan
85,भारत,India
86,भारत भूषण,Bharat Bhushan
87,भारत सरकार,Government of India
88,मदन मोहन,Madan Mohan (music director)
89,मुस्लिम,Muslims
90,मुहम्मद अज़ीज़,Mohammed Aziz
91,राज कपूर,Raj Kapoor
92,राजेन्द्र कुमार,Rajendra Kumar
93,राजेश खन्ना,Rajesh Khanna
94,राहुल देव बर्मन,R. D. Burman
95,लक्ष्मीकांत प्यारेलाल,Laxmikant–Pyarelal
96,लता मंगेशकर,Lata Mangeshkar
97,विश्वजीत,Biswajit Chatterjee
98,शंकर-जयकिशन,Shankar–Jaikishan
99,शम्मी कपूर,Shammi Kapoor
100,सचिन देव बर्मन,S. D. Burman
101,सलिल चौधरी,Salil Chowdhury
102,सूरज,Sun
103,सोनू निगम,Sonu Nigam
104,हज,Hajj
105,हम किसी से कम नहीं,Hum Kisise Kum Naheen
106,हिन्दी सिनेमा,Bollywood
