,hindi,english
0,कला,Art
1,गायक,Singer
2,पद्म भूषण,Padma Bhushan
3,भारत,India
4,भारत सरकार,Government of India
5,मध्य प्रदेश,Madhya Pradesh
6,१९७७,1977
7,आगरा,Agra
8,कर्नाटक,Karnataka
9,कला,Art
10,जयपुर,Jaipur
11,पद्म भूषण,Padma Bhushan
12,भारत,India
13,भारत सरकार,Government of India
14,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
15,१९७६,1976
16,कर्नाटक,Karnataka
17,गिरीश कर्नाड,Girish Karnad
18,तबला,Tabla
19,भारत,India
20,भीमसेन जोशी,Bhimsen Joshi
21,संयुक्त राज्य अमेरिका,United States
