,hindi,english
0,अर्थशास्त्र,Economics
1,अहमदाबाद,Ahmedabad
2,तमिल,Tamils
3,दिल्ली,Delhi
4,भारत,India
5,भारतीय रिजर्व बैंक,Reserve Bank of India
6,भोपाल,Bhopal
7,मनमोहन सिंह,Manmohan Singh
8,कानपुर,Kanpur
9,खंडवा,Khandwa
10,गणेश शंकर विद्यार्थी,Ganesh Shankar Vidyarthi
11,पद्मभूषण,Padma Bhushan
12,भारत,India
13,मध्य प्रदेश,Madhya Pradesh
14,महात्मा गाँधी,Mahatma Gandhi
15,मैथिलीशरण गुप्त,Maithili Sharan Gupt
16,सत्याग्रह,Satyagraha
17,सविनय अवज्ञा आंदोलन,Salt March
18,हिंदी,Hindi
19,होशंगाबाद,Hoshangabad
20,जैन धर्म,Jainism
21,दिगम्बर,Digambara
22,हिन्दी ग्रन्थ कार्यालय,Hindi Granth Karyalay
23,एकांकी,One-act play
24,पद्म भूषण,Padma Bhushan
25,भारत,India
26,रामकुमार वर्मा,Ramkumar Verma
27,हिन्दी,Hindi
28,१९६३,1963
