,hindi,english
0,एक दिवसीय अंतर्राष्ट्रीय,One Day International
1,कर्नाटक,Karnataka
2,क्रिकेट,Cricket
3,भारत,India
4,भारतीय,Indian
5,विकेट-कीपर,Wicket-keeper
6,किंग्स इलेवन पंजाब,Kings XI Punjab
7,क्रिकेट,Cricket
8,जयपुर,Jaipur
9,प्रथम श्रेणी क्रिकेट,First-class cricket
10,भारतीय,Indian
11,रणजी ट्रॉफी,Ranji Trophy
12,२०१९ इंडियन प्रीमियर लीग,2019 Indian Premier League
13,अर्जुन पुरस्कार,Arjuna Award
14,एशियाई खेल,Asian Games
15,चीन,China (region)
16,टोक्यो,Tokyo
17,दक्षिण कोरिया,South Korea
18,नेपाल,Nepal
19,पाकिस्तान,Pakistan
20,पी॰ टी॰ उषा,P. T. Usha
21,बांग्लादेश,Bangladesh
22,बीजिंग,Beijing
23,भारत,India
24,रोम,Rome
25,अर्जुन पुरस्कार,Arjuna Award
26,एथेंस,Athens
27,भारत,India
