,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,जोड़ी नम्बर वन,Jodi No.1
2,दिव्या भारती,Divya Bharti
3,मेहरीन पीरज़ादा,Mehreen Pirzada
4,यामी गौतम,Yami Gautam
5,होशियारपुर,Hoshiarpur
6,अभिनेता,Actor
7,हिन्दी,Hindi
8,1984,1984
9,1986,1986
10,1989,1989
11,1992,1992
12,2004,2004
13,2005,2005
14,2007,2007
15,करमचंद,Karamchand
16,धर्म,Dharma
17,नीम का पेड़,Neem Ka Ped
18,नीलिमा अज़ीम,Neelima Azeem
19,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
20,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार - आलोचक,Filmfare Critics Award for Best Actor
21,बेन किंग्सले,Ben Kingsley
22,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
23,राष्ट्रीय फ़िल्म पुरस्कार - सर्वश्रेष्ठ सहायक अभिनेता पुरस्कार,National Film Award for Best Supporting Actor
24,रोजा,Roja (film)
25,शाहिद कपूर,Shahid Kapoor
26,सुप्रिया पाठक,Supriya Pathak
27,हल्ला बोल,Halla Bol
28,अंगदान,Organ donation
29,आसिफ़ शेख,Aasif Sheikh
30,एक नई पहचान,Ekk Nayi Pehchaan
31,एड्स,HIV/AIDS
32,तेरी मेहरबानियाँ,Teri Meherbaniyan
33,नूरी,Noorie
34,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेत्री पुरस्कार,Filmfare Award for Best Actress
35,फेमिना मिस इंडिया,Femina Miss India
36,बिग बॉस,Bigg Boss (Hindi TV series)
37,बोनी कपूर,Boney Kapoor
38,यश चोपड़ा,Yash Chopra
39,रंगमंच,Theatre
40,राजेश खन्ना,Rajesh Khanna
