,hindi,english
0,भारत,India
1,भारतीय,Indian
2,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
3,राजनीति,Politics
4,राजस्थान के मुख्यमंत्री,List of chief ministers of Rajasthan
5,भारत के मुख्यमंत्रियों की सूची,List of current Indian chief ministers
6,भारतीय,Indian
7,राजस्थान के मुख्यमंत्री,List of chief ministers of Rajasthan
8,हरियाणा के राज्यपाल,List of governors of Haryana
9,अशोक गहलोत,Ashok Gehlot
10,इंदिरा गांधी,Indira Gandhi
11,गुजरात,Gujarat
12,जयपुर,Jaipur
13,झुंझुनू,Jhunjhunu
14,त्रिपुरा,Tripura
15,नरेन्द्र मोदी,Narendra Modi
16,भारतीय राष्ट्रीय काँग्रेस,Indian National Congress
17,मिज़ोरम,Mizoram
18,राजस्थान,Rajasthan
19,जयपुर,Jaipur
20,भारत,India
21,राजस्थान,Rajasthan
22,वनस्थली विद्यापीठ,Banasthali Vidyapith
