,hindi,english
0,आँधी,Dust Bowl
1,इतिहास,History
2,इन्द्रजाल,Indrajala
3,उपन्यास,Novel
4,कंकाल,Skeleton
5,कला,Art
6,कवि,Poet
7,कहानी,Narrative
8,कामायनी,Kamayani
9,काव्य,Poetry
10,खड़ीबोली,Khariboli
11,छाया,Shadow
12,छायावाद,Chhayavaad
13,तितली,Butterfly
14,ध्रुवस्वामिनी,Dhruvadevi
15,नागरीप्रचारिणी सभा,Nagari Pracharini Sabha
16,नाटक,Drama
17,नाटककार,Playwright
18,निबन्ध,Essay
19,पारसी रंगमंच,Parsi theatre
20,पुराण,Puranas
21,प्रतिध्वनि,Echo
22,भारत,India
23,भोजन,Food
24,महाभारत,Mahabharata
25,वेद,Vedas
26,शतरंज,Chess
27,साहित्य,Literature
28,स्कन्दगुप्त,Skandagupta
29,हिन्दी,Hindi
30,उत्तर प्रदेश,Uttar Pradesh
31,काशी हिंदू विश्वविद्यालय,Banaras Hindu University
32,चंदौली,Chandauli
33,दूधनाथ सिंह,Doodhnath Singh
34,नामवर सिंह,Namvar Singh
35,भारत,India
36,मोहल्ला अस्सी,Mohalla Assi
37,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
38,तिब्बत,Tibet
39,दक्षिण भारत,South India
40,दार्जिलिंग,Darjeeling
41,पश्चिम बंगाल,West Bengal
42,बौद्ध धर्म,Buddhism
43,भारत,India
44,मधुमेह,Diabetes
45,मास्को,Moscow
46,रूस,Russia
47,श्रीलंका,Sri Lanka
48,हिन्दी,Hindi
49,हिमालय,Himalayas
50,अमेठी,Amethi
51,अलाउद्दीन खिलजी,Alauddin Khalji
52,अवधी,Awadhi language
53,आचार्य रामचंद्र शुक्ल,Ramchandra Shukla
54,आदिकाल,Ancient History
55,इरान,Iran
56,उत्तर प्रदेश,Uttar Pradesh
57,खिलजी वंश,Khalji dynasty
58,गोस्वामी तुलसीदास,Tulsidas
59,चौपाई,Chaupai (poetry)
60,जैन,Jainism
61,तुलसीदास,Tulsidas
62,दिल्ली सल्तनत,Delhi Sultanate
63,पद्मावत,Padmavat
64,पद्मिनी,Rani Padmini
65,फिरोज शाह तुगलक,Firuz Shah Tughlaq
66,मिस्र,Egypt
67,रत्नसेन,Ratnasimha
68,सूफ़ी,Sufism
69,१५५८,1558
