,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,उपाधि,Upadhi
2,ऋषिकेश,Rishikesh
3,गंगा नदी,Ganges
4,धारणा,Dhāraṇā
5,ध्यान,Attention
6,पद्म श्री,Padma Shri
7,परमार्थ निकेतन,Parmarth Niketan
8,भारत,India
9,भारत सरकार,Government of India
10,भारतीय,Indian
11,योग,Yoga
12,योगी,Yogi
13,रामदेव,Ramdev
14,राममूर्ति नायडू (पहलवान),Kodi Rammurthy Naidu
15,राष्ट्रपति,President (government title)
16,शाकाहार,Vegetarianism
17,संन्यास,Sannyasa
18,समाधि,Samadhi
19,सहारनपुर,Saharanpur
20,उर्दू,Urdu
21,कुंदन लाल सहगल,K. L. Saigal
22,दादा साहब फाल्के पुरस्कार,Dadasaheb Phalke Award
23,नौशाद,Naushad
24,बॉलीवुड,Bollywood
25,अनमोल घड़ी,Anmol Ghadi
26,अमर,Amar
27,उड़न खटोला,Uran Khatola
28,दर्द,Pain
29,दिल दिया दर्द लिया,Dil Diya Dard Liya
30,पालकी,Litter (vehicle)
31,बाबुल,Babol
32,बैजू बावरा,Baiju Bawra
33,मुग़ल-ए-आज़म,Mughal-e-Azam
34,मेरे महबूब,Mere Mehboob
35,संघर्ष,Conflict (process)
36,अलीगढ़,Aligarh
37,अलीगढ़ मुस्लिम विश्वविद्यालय,Aligarh Muslim University
38,उत्तर प्रदेश,Uttar Pradesh
39,उमराव जान,Umrao Jaan (1981 film)
40,उर्दू शायरी,Urdu poetry
41,ज्ञानपीठ पुरस्कार,Jnanpith Award
42,बरेली,Bareilly
43,भारतीय,Indian
44,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
