,hindi,english
0,दिल्ली,Delhi
1,नई दिल्ली,New Delhi
2,भारत,India
3,भारत के राष्ट्रपति,President of India
4,भारत सरकार,Government of India
5,मानव संसाधन विकास मंत्रालय,Ministry of Human Resource Development
6,राष्ट्रपति भवन,Rashtrapati Bhavan
7,राष्ट्रीय बाल भवन,National Bal Bhawan
8,नई दिल्ली,New Delhi
9,भारत के राष्ट्रपति,President of India
10,भारत सरकार,Government of India
11,मराठा साम्राज्य,Maratha Empire
12,रानी लक्ष्मीबाई,Rani of Jhansi
13,भारत,India
14,राहुल सांकृत्यायन,Rahul Sankrityayan
15,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
16,भारत,India
17,भारतीय साहित्य अकादमी,Sahitya Akademi
