,hindi,english
0,अक्स,Aks (2001 film)
1,अभिनेता,Actor
2,चक्रवर्तीं अशोक सम्राट,Chakravartin Ashoka Samrat
3,तेनाली रामा (टीवी धारावाहिक),Tenali Rama (TV series)
4,पटना,Patna
5,बिहार,Bihar
6,भारत,India
7,भारतीय,Indian
8,संकटमोचन महाबली हनुमान,Sankat Mochan Mahabali Hanumaan
9,अजय देवगन,Ajay Devgn
10,इंटरनेट मूवी डेटाबेस,IMDb
11,इमरान हाशमी,Emraan Hashmi
12,कंगना राणावत,Kangana Ranaut
13,महेश भट्ट,Mahesh Bhatt
14,मुम्बई,Mumbai
15,शेखर सुमन,Shekhar Suman
16,हाल-ए-दिल,Haal-e-Dil
17,अभिनेता,Actor
18,इंटरनेट मूवी डेटाबेस,IMDb
19,पूनम सिन्हा,Poonam Sinha
20,शत्रुघन सिन्हा,Shatrughan Sinha
21,शादियाँ,Sadiyaan
22,सोनाक्षी सिन्हा,Sonakshi Sinha
23,इंटरनेट मूवी डेटाबेस,IMDb
24,भारतीय,Indian
25,सरोजिनी - एक नई पहल,Sarojini - Ek Nayi Pehal
