,hindi,english
0,इंग्लैण्ड,England
1,कलानाथ शास्त्री,Kala Nath Shastry
2,कुनमिंग,Kunming
3,जयनारायण व्यास विश्वविद्यालय,Jai Narain Vyas University
4,जयपुर,Jaipur
5,जर्मनी,Germany
6,जल,Water
7,जल निकासी,Drainage
8,जल संसाधन,Water resources
9,जलविज्ञान,Hydrology
10,नीदरलैण्ड,Netherlands
11,पर्यावरण,Biophysical environment
12,पारिस्थितिकी,Ecology
13,बाढ़,Flood
14,भट्ट मथुरानाथ शास्त्री,Bhatt Mathuranath Shastri
15,भारतीय मानक ब्यूरो,Bureau of Indian Standards
16,मॉन्ट्रियल,Montreal
17,राजस्थान विश्वविद्यालय,University of Rajasthan
18,रोम,Rome
19,लिंक्डइन,LinkedIn
20,विश्व स्वास्थ्य संगठन,World Health Organization
21,वेद,Vedas
22,सिंचाई,Irrigation
23,स्टॉकहोम,Stockholm
24,हनोई,Hanoi
25,हिमाचल प्रदेश,Himachal Pradesh
26,जयपुर,Jaipur
27,जयपुर पांव,Jaipur leg
28,टोंक,"Tonk, India"
29,राजस्थान,Rajasthan
30,राजस्थान पत्रिका,Rajasthan Patrika
31,अजमेर,Ajmer
32,अहमदाबाद,Ahmedabad
33,इन्दौर,Indore
34,उदयपुर,Udaipur
35,कर्पूर चन्द्र कुलिश,Karpoor Chandra Kulish
36,कोलकाता,Kolkata
37,ग्वालियर,Gwalior
38,चेन्नई,Chennai
39,जबलपुर,Jabalpur
40,जयपुर,Jaipur
41,जोधपुर,Jodhpur
42,नई दिल्ली,New Delhi
43,न्यूयॉर्क टाइम्स,The New York Times
44,बंगलौर,Bangalore
45,बीकानेर,Bikaner
46,भीलवाड़ा,Bhilwara
47,भोपाल,Bhopal
48,रायपुर,Raipur
49,श्रीगंगानगर,Sri Ganganagar
50,सन,Flax
51,समाचार पत्र,Newspaper
52,सीकर,Sikar
53,सूरत,Surat
54,हिन्दी,Hindi
