,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,इन्दिरा गांधी,Indira Gandhi
2,काठियावाड़,Kathiawar
3,जनता दल,Janata Dal
4,भारत,India
5,रणजीत सीताराम पण्डित,Ranjit Sitaram Pandit
6,संयुक्त राष्ट्र,United Nations
7,पद्म भूषण,Padma Bhushan
8,भारत,India
9,भारत सरकार,Government of India
10,यूनाइटेड किंगडम,European Charter for Regional or Minority Languages
11,१९७२,1972
12,कर्नाटक,Karnataka
13,पश्चिम बंगाल,West Bengal
14,भारत सरकार,Government of India
15,हरियाणा,Haryana
16,उत्तर प्रदेश,Uttar Pradesh
17,भारत,India
18,भारतीय प्रशासनिक सेवा,Indian Administrative Service
19,लखनऊ,Lucknow
20,लखनऊ विश्वविद्यालय,University of Lucknow
