,hindi,english
0,जयपुर,Jaipur
1,राजस्थान,Rajasthan
2,संगीत,Music
3,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
4,जयपुर,Jaipur
5,जवाहर लाल नेहरू,Jawaharlal Nehru
6,जोधपुर,Jodhpur
7,दिल्ली,Delhi
8,पद्म श्री,Padma Shri
9,बाघ,Tiger
10,भरतपुर,"Bharatpur, Rajasthan"
11,भारत,India
12,भारत के राष्ट्रपति,President of India
13,भारतीय,Indian
14,रणथम्भोर राष्ट्रीय उद्यान,Ranthambore National Park
15,राजस्थान,Rajasthan
16,सरिस्का राष्ट्रीय उद्यान,Sariska Tiger Reserve
17,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
18,राजस्थान रत्न,Rajasthan Ratna
19,राजस्थानी साहित्य,Rajasthani literature
20,हिन्दी,Hindi
