,hindi,english
0,खिस्तुभागवतम्,Kristubhagavatam
1,महाकाव्य,Mahakavya
2,संस्कृत भाषा,Sanskrit
3,अंग्रेज़ी भाषा,English language
4,आठवीं अनुसूची,Eighth Schedule to the Constitution of India
5,नेपाली,Nepali
6,भारत,India
7,मैथिली,Maithili language
8,राजस्थानी,Rajasthani
9,राजस्थानी के लिए साहित्य अकादमी पुरस्कार विजेताओं की सूची,List of Sahitya Akademi Award winners for Rajasthani
10,साहित्य अकादमी पुरस्कार अंग्रेज़ी,List of Sahitya Akademi Award winners for English
11,साहित्य अकादमी पुरस्कार असमिया,List of Sahitya Akademi Award winners for Assamese
12,साहित्य अकादमी पुरस्कार उर्दू,List of Sahitya Akademi Award winners for Urdu
13,साहित्य अकादमी पुरस्कार ओड़िया,List of Sahitya Akademi Award winners for Odia
14,साहित्य अकादमी पुरस्कार कन्नड़,List of Sahitya Akademi Award winners for Kannada
15,साहित्य अकादमी पुरस्कार कश्मीरी,List of Sahitya Akademi Award winners for Kashmiri
16,साहित्य अकादमी पुरस्कार कोंकणी,List of Sahitya Akademi Award winners for Konkani
17,साहित्य अकादमी पुरस्कार गुजराती,List of Sahitya Akademi Award winners for Gujarati
18,साहित्य अकादमी पुरस्कार डोगरी,List of Sahitya Akademi Award winners for Dogri
19,साहित्य अकादमी पुरस्कार तमिल,List of Sahitya Akademi Award winners for Tamil
20,साहित्य अकादमी पुरस्कार तेलुगू,List of Sahitya Akademi Award winners for Telugu
21,साहित्य अकादमी पुरस्कार नेपाली,List of Sahitya Akademi Award winners for Nepali
22,साहित्य अकादमी पुरस्कार पंजाबी,List of Sahitya Akademi Award winners for Punjabi
23,साहित्य अकादमी पुरस्कार बंगाली,List of Sahitya Akademi Award winners for Bengali
24,साहित्य अकादमी पुरस्कार बोड़ो,List of Sahitya Akademi Award winners for Bodo
25,साहित्य अकादमी पुरस्कार मणिपुरी,List of Sahitya Akademi Award winners for Meitei
26,साहित्य अकादमी पुरस्कार मराठी,List of Sahitya Akademi Award winners for Marathi
27,साहित्य अकादमी पुरस्कार मलयालम,List of Sahitya Akademi Award winners for Malayalam
28,साहित्य अकादमी पुरस्कार मैथिली,List of Sahitya Akademi Award winners for Maithili
29,साहित्य अकादमी पुरस्कार संथाली,List of Sahitya Akademi Award winners for Santali
30,साहित्य अकादमी पुरस्कार संस्कृत,List of Sahitya Akademi Award winners for Sanskrit
31,साहित्य अकादमी पुरस्कार सिन्धी,List of Sahitya Akademi Award winners for Sindhi
32,साहित्य अकादमी पुरस्कार हिन्दी,List of Sahitya Akademi Award winners for Hindi
33,साहित्य अकादमी फ़ैलोशिप,Sahitya Akademi Fellowship
34,हिन्दी,Hindi
35,पी.सी. देवसिया,P. C. Devassia
36,महाकाव्य,Mahakavya
37,केरल,Kerala
38,गांधी शान्ति पुरस्कार,Gandhi Peace Prize
39,जन संघ,Bharatiya Jana Sangh
40,जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
41,पद्म विभूषण,Padma Vibhushan
42,पद्मविभूषण,Padma Vibhushan
43,पद्मश्री,Padma Shri
44,भारतीय,Indian
45,भारतीय दर्शन,Indian philosophy
46,राष्ट्रवाद,Nationalism
47,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
48,विवेकानन्द केन्द्र,Vivekananda Kendra
49,संघ परिवार,Sangh Parivar
50,साहित्य,Literature
