,hindi,english
0,पद्म भूषण,Padma Bhushan
1,पुणे,Pune
2,भारत,India
3,भारत सरकार,Government of India
4,२००९,2009
5,अभिनेता,Actor
6,इंटरनेट मूवी डेटाबेस,IMDb
7,कंपनी,Company
8,कथक,Kathak
9,कथकली,Kathakali
10,कमल हासन,Kamal Haasan
11,कर्ण,Karna
12,कालापानी,Kaalapani
13,कुरुक्षेत्र,Kurukshetra
14,गुरु,Guru
15,तमिल,Tamils
16,नई दिल्ली,New Delhi
17,पद्म श्री,Padma Shri
18,प्रियदर्शन,Priyadarshan
19,भारत सरकार,Government of India
20,भारतीय सिनेमा,Cinema of India
21,महाभारत,Mahabharata
22,शास्त्रीय संगीत,Indian classical music
23,शोभना,Shobana
24,संजीव कुमार,Sanjeev Kumar
25,स्टार स्क्रीन पुरस्कार,Screen Awards
26,हिन्दी,Hindi
27,केन्द्रीय अन्वेषण ब्यूरो,Central Bureau of Investigation
28,जी माधवन नायर,G. Madhavan Nair
29,दीपक मिश्रा,Dipak Misra
30,प्रिंसटन विश्वविद्यालय,Princeton University
31,भारतीय अंतरिक्ष अनुसंधान संगठन,Indian Space Research Organisation
32,माधवन,R. Madhavan
33,रॉकेट्री: द नंबी इफेक्ट,Rocketry: The Nambi Effect
34,नाट्य शास्त्र,Natya Shastra
