,hindi,english
0,कंपनी,Company
1,स्नैपडील,Snapdeal
2,हार्वर्ड बिजनेस स्कूल,Harvard Business School
3,कैम्ब्रिज विश्वविद्यालय,University of Cambridge
4,नोबेल पुरस्कार,Nobel Prize
5,पंजाब विश्वविद्यालय,Panjab University
6,भारत,India
7,मुल्तान,Multan
8,रायपुर,Raipur
9,वर्ष,Year
10,वैज्ञानिक,Scientist
11,संयुक्त राज्य अमेरिका,United States
12,१९२२,1922
13,१९४३,1943
14,१९४५,1945
15,१९५२,1952
16,१९५८,1958
17,१९५९,1959
18,१९६०,1960
19,१९६७,1967
20,१९६८,1968
21,२०११,2011
22,९ जनवरी,January 9
23,नई दिल्ली,New Delhi
24,भारत,India
25,भारतीय वायु सेना,Indian Air Force
26,अराकन अभियान,Arakan Campaign 1942–43
27,अरुप राहा,Arup Raha
28,एयर चीफ़ मार्शल,Air chief marshal
29,दिलबाग सिंह,Dilbagh Singh
30,दिल्ली,Delhi
31,न्यूज़ 18,News18 India
32,पद्म विभूषण,Padma Vibhushan
33,पाकिस्तान,Pakistan
34,पालम,Palam
35,भारत,India
36,भारतीय मानक समय,Indian Standard Time
37,भारतीय वायुसेना,Indian Air Force
38,राष्ट्रपति,President (government title)
39,वायु सेना के मार्शल,Marshal of the air force
40,वायुसेना,Air force
41,सीएनएन,CNN
42,सैम मानेकशॉ,Sam Manekshaw
