,hindi,english
0,पद्म भूषण,Padma Bhushan
1,भारत,India
2,भारत सरकार,Government of India
3,संयुक्त राज्य अमेरिका,United States
4,२००१,2001
5,अभियन्ता,Engineer
6,अभियन्ता दिवस,Engineer's Day
7,कर्नाटक,Karnataka
8,कोलार,Kolar
9,नासिक,Nashik
10,बंगलौर,Bangalore
11,भारत,India
12,भारत रत्न,Bharat Ratna
13,मैसूर,Mysore
14,राजनयिक,Diplomat
15,राजेन्द्र सेतु,Rajendra Setu
16,अमेरिका,United States
17,आंध्र प्रदेश,Andhra Pradesh
18,आयुर्वेद,Ayurveda
19,एडीनोसिन ट्राइफॉस्फेट,Adenosine triphosphate
20,एनीमिया,Anemia
21,कैंसर,Cancer
22,खादी,Khadi
23,तेलुगु,Telugu language
24,द हिन्दु,The Hindu
25,द्वितीय विश्व युद्ध,World War II
26,द्वितीय विश्वयुद्ध,World War II
27,नोबेल पुरस्कार,Nobel Prize
28,पश्चिम गोदावरी जिला,West Godavari district
29,पेटेंट,Wikipedia:WikiProject India/Fair dealing
30,फफूंद,Fungus
31,फाइजर,Pfizer
32,फॉस्फोरस,Phosphorus
33,फोलिक एसिड,Folate
34,बोस्टन,Boston
35,ब्राह्मण,Brahmin
36,भारत,India
37,भीमावरम,Bhimavaram
38,महात्मा गाँधी,Mahatma Gandhi
39,येल्लाप्रगदा सुब्बाराव,Yellapragada Subbarow
40,राजमुंदरी,Rajahmundry
41,विश्व स्वास्थ्य संगठन,World Health Organization
42,वैज्ञानिक,Scientist
43,शरीररचना-विज्ञान,Anatomy
44,हार्वर्ड विश्वविद्यालय,Harvard University
45,अभियांत्रिकी,Engineering
46,आंध्र प्रदेश,Andhra Pradesh
47,पद्म भूषण,Padma Bhushan
48,भारत,India
49,भारत सरकार,Government of India
50,१९७२,1972
