,hindi,english
0,अखिल भारतीय कांग्रेस,Indian National Congress
1,इंडियन नेशनल लोकदल,Indian National Lok Dal
2,जनता,Public
3,झुन्झुनू,Jhunjhunu
4,पिलानी,Pilani
5,भारतीय जनता पार्टी,Bharatiya Janata Party
6,महिला,Woman
7,राजस्थान,Rajasthan
8,राजस्थान विधानसभा,Rajasthan Legislative Assembly
9,विधायक,Member of the Legislative Assembly
10,जोधपुर,Jodhpur
11,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
12,महिपाल मदेरणा,Mahipal Maderna
13,राजस्थान,Rajasthan
14,डूंगरपुर,Dungarpur
15,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
16,राजस्थान विधान सभा,Rajasthan Legislative Assembly
17,उदयपुर,Udaipur
18,जालौर लोक सभा निर्वाचन क्षेत्र,Jalore (Lok Sabha constituency)
19,टोंक-सवाई माधोपुर लोक सभा निर्वाचन क्षेत्र,Tonk–Sawai Madhopur (Lok Sabha constituency)
20,भारत सरकार,Government of India
21,भारतीय,Indian
22,भारतीय जनता पार्टी,Bharatiya Janata Party
23,भारतीय जनसंघ,Bharatiya Jana Sangh
24,भीलवाड़ा,Bhilwara
25,राजनेता,Politician
26,राजस्थान,Rajasthan
27,राजस्थान विधान सभा,Rajasthan Legislative Assembly
28,राजस्थान सरकार,Government of Rajasthan
29,लोक सभा,Lok Sabha
30,सांसद,Member of parliament
