,hindi,english
0,एक दिवसीय अंतर्राष्ट्रीय,One Day International
1,क्रिकेट,Cricket
2,टेस्ट क्रिकेट,Test cricket
3,भारत,India
4,भारतीय,Indian
5,महाराष्ट्र,Maharashtra
6,विकेट-कीपर,Wicket-keeper
7,क्रिकेट,Cricket
8,खेल,Sport
9,पद्म भूषण,Padma Bhushan
10,भारत,India
11,भारत सरकार,Government of India
12,महाराष्ट्र,Maharashtra
13,क्रिकेट,Cricket
14,टेस्ट क्रिकेट,Test cricket
15,भारत,India
16,पुणे,Pune
17,भारतीय क्रिकेट टीम,India national cricket team
18,महाराष्ट्र,Maharashtra
19,महाराष्ट्र क्रिकेट टीम,Maharashtra cricket team
