,hindi,english
0,अमित त्रिवेदी,Amit Trivedi
1,अमृतसर,Amritsar
2,अमृता प्रीतम,Amrita Pritam
3,आलिया भट्ट,Alia Bhatt
4,उड़ता पंजाब,Udta Punjab
5,कवि,Poet
6,काव्य,Poetry
7,ग़ज़ल,Ghazal
8,जगजीत सिंह,Jagjit Singh
9,दर्द,Pain
10,दिलजीत दोसांझ,Diljit Dosanjh
11,नाटक,Drama
12,नाभा,Nabha
13,पंजाबी भाषा,Punjabi language
14,पठानकोट,Pathankot
15,पाकिस्तान,Pakistan
16,प्यार,Love
17,प्रीतम,Pritam
18,बटाला,Batala
19,भारत,India
20,रब्बी शेरगिल,Rabbi Shergill
21,लूणा,Loona (Punjabi epic)
22,लेखक,Writer
23,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
24,अमृता प्रीतम,Amrita Pritam
25,आकाशवाणी,All India Radio
26,इंटरनेट मूवी डेटाबेस,IMDb
27,कवि,Poet
28,खय्याम,Mohammed Zahur Khayyam
29,गायक,Singer
30,गीतकार,Lyricist
31,चित्रलेखा,Chitralekha (1964 film)
32,दिल्ली,Delhi
33,पाकिस्तान,Pakistan
34,फिर सुबह होगी,Phir Subah Hogi (TV series)
35,लाहौर,Lahore
36,लुधियाना,Ludhiana
37,संगीतकार,Musician
38,अज्ज आखाँ वारिस शाह नूँ,Ajj Aakhaan Waris Shah Nu
39,आत्मकथा,Autobiography
40,उर्दू,Urdu
41,कन्नड,Kannada
42,कहानी,Narrative
43,किशोरावस्था,Adolescence
44,गुजरांवाला,Gujranwala
45,ज्ञानपीठ पुरस्कार,Jnanpith Award
46,पंजाब (भारत),"Punjab, India"
47,पंजाबी,Punjabi
48,बांग्ला,Bengali language
49,मराठी,Marathi language
50,मलयालम,Malayalam
51,सरकार,Government
52,हिन्दी,Hindi
53,पंजाबी भाषा,Punjabi language
