,hindi,english
0,1995,1995
1,2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
2,5 जुलाई,July 5
3,अर्जुन पुरस्कार,Arjuna Award
4,अश्विनी पोनप्पा,Ashwini Ponnappa
5,आंध्र प्रदेश,Andhra Pradesh
6,इंडोनेशिया,Indonesia
7,उबर कप,Uber Cup
8,ओलम्पिक खेल,Olympic Games
9,करोड़,Digit
10,किदांबी श्रीकांत,Srikanth Kidambi
11,कोलंबो,Colombo
12,चीन,China (region)
13,जर्मनी,Germany
14,जापान,Japan
15,ज्वाला गुट्टा,Jwala Gutta
16,दिल्ली सरकार,Government of Delhi
17,नरसिंह पंचम यादव,Narsingh Pancham Yadav
18,पद्म श्री,Padma Shri
19,पुलेला गोपीचंद,Pullela Gopichand
20,प्रकाश पादुकोण,Prakash Padukone
21,बैडमिंटन,Badminton
22,ब्राजील,Brazil
23,भारत,India
24,भारत सरकार,Government of India
25,भारतीय,Indian
26,मध्य प्रदेश सरकार,Government of Madhya Pradesh
27,मलेशिया,Malaysia
28,महिला,Woman
29,मेक्सिको,Mexico
30,रजत पदक,Silver medal
31,रियो डि जेनेरियो,Rio de Janeiro
32,लंदन,London
33,ललिता बाबर,Lalita Babar
34,वालीबॉल,Volleyball
35,विनेश फोगट,Vinesh Phogat
36,सलमान खान,Salman Khan
37,साइना नेहवाल,Saina Nehwal
38,साक्षी मलिक,Sakshi Malik
39,सानिया मिर्जा,Sania Mirza
40,सिकंदराबाद,Secunderabad
41,स्पेन,Spain
42,हैदराबाद,Hyderabad
43,अहमदाबाद,Ahmedabad
44,क्रिकेट,Cricket
45,डेक्कन चार्जर्स,Deccan Chargers
46,भारत,India
47,भारतीय क्रिकेट टीम,India national cricket team
48,मोहम्मद अजहरुद्दीन,Mohammad Azharuddin
49,सुनील गावस्कर,Sunil Gavaskar
50,हैदराबाद,Hyderabad
51,भारत सरकार,Government of India
