,hindi,english
0,अंधा युग,Andha Yug
1,उदय प्रकाश,Uday Prakash
2,कंगना राणावत,Kangana Ranaut
3,कमलेश्वर,Kamleshwar (writer)
4,कृष्ण बलदेव वैद,Krishna Baldev Vaid
5,गिरीश कर्नाड,Girish Karnad
6,गोविंद पुरुषोत्तम देशपांडे,Govind Purushottam Deshpande
7,दिल्ली,Delhi
8,दीपक डोबरियाल,Deepak Dobriyal
9,दूधनाथ सिंह,Doodhnath Singh
10,धर्मवीर भारती,Dharamvir Bharati
11,नुक्कड़ नाटक,Street theatre
12,प्रेमचंद,Premchand
13,बी.वी. कारंत,B. V. Karanth
14,भारत,India
15,भारतेन्दु हरिश्चंद्र,Bharatendu Harishchandra
16,भीष्म साहनी,Bhisham Sahni
17,मनु ऋषि,Manu Rishi
18,मल्लिका साराभाई,Mallika Sarabhai
19,महात्मा गांधी,Mahatma Gandhi
20,महेश दत्ताणी,Mahesh Dattani
21,मोहन राकेश,Mohan Rakesh
22,राम गोपाल बजाज,Ram Gopal Bajaj
23,विजय तेंडुलकर,Vijay Tendulkar
24,शरद जोशी,Sharad Joshi
25,शिल्पा शुक्ला,Shilpa Shukla
26,संगीत नाटक अकादमी,Sangeet Natak Akademi
27,सफ़दर हाशमी,Safdar Hashmi
28,स्वदेश दीपक,Swadesh Deepak
29,हबीब तनवीर,Habib Tanvir
30,हरिशंकर परसाई,Harishankar Parsai
31,ह्बीब तनवीर,Habib Tanvir
32,राज बब्बर,Raj Babbar
33,संगीत नाटक अकादमी,Sangeet Natak Akademi
34,अमजद अली शाह,Amjad Ali Shah
35,अवध,Awadh
36,अवध के नवाब,Nawab of Awadh
37,कठपुतली,Puppet
38,कथक,Kathak
39,बिरजिस क़द्र,Birjis Qadr
40,भारत,India
41,लखनऊ,Lucknow
42,अकबर,Akbar
43,पटना,Patna
44,बिहार,Bihar
