,hindi,english
0,गुजरात,Gujarat
1,गोवा,Goa
2,नागालैंड,Nagaland
3,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
4,महाराष्ट्र,Maharashtra
5,राजनेता,Politician
6,राज्यपाल,Governor
7,कोलकाता,Kolkata
8,कोहिमा,Kohima
9,कोहिमा जिला,Kohima district
10,दार्जिलिंग,Darjeeling
11,नागा पीपल्स फ्रंट,Naga People's Front
12,नागालैण्ड,Nagaland
13,नागालैण्ड विधानसभा,Nagaland Legislative Assembly
14,नेशनलिस्ट डेमोक्रेटिक प्रोग्रेसिव पार्टी,Nationalist Democratic Progressive Party
15,पश्चिम बंगाल,West Bengal
16,पुरुलिया,Purulia
17,भारत,India
18,भारतीय जनता पार्टी,Bharatiya Janata Party
19,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
20,राष्ट्रपति शासन,President's rule
21,लोक सभा,Lok Sabha
22,सांसद,Member of parliament
23,नागालैण्ड,Nagaland
24,नेफियू रियो,Neiphiu Rio
25,भारत,India
26,राज्य सभा,Rajya Sabha
27,सोलहवीं लोक सभा,16th Lok Sabha
28,टी॰ आर॰ जेलियांग,T. R. Zeliang
29,नागालैण्ड,Nagaland
30,भारत,India
