,hindi,english
0,बिहार,Bihar
1,भारत,India
2,भारतीय,Indian
3,महात्मा गांधी,Mahatma Gandhi
4,राजनीति,Politics
5,राजेन्द्र प्रसाद,Rajendra Prasad
6,विधायक,Member of the Legislative Assembly
7,शिक्षक,Teacher
8,श्रीकृष्ण सिंह,Shri Krishna Singh (politician)
9,१८ जून,June 18
10,१८८७,1887
11,अच्युत पटवर्धन,Achyut Patwardhan
12,अशोक मेहता,Asoka Mehta
13,इन्दिरा गांधी,Indira Gandhi
14,कस्तूरबा गांधी,Kasturba Gandhi
15,गया,"Gaya, India"
16,गुजरात,Gujarat
17,चौधरी चरण सिंह,Charan Singh
18,जनता पार्टी,Janata Party
19,जयप्रकाश विश्वविद्यालय,Jai Prakash University
20,दिल्ली सरकार,Government of Delhi
21,द्वितीय विश्वयुद्ध,World War II
22,नासिक,Nashik
23,नेपाल,Nepal
24,पटना,Patna
25,बिहार,Bihar
26,भारत,India
27,भारत रत्न,Bharat Ratna
28,मधुमेह,Diabetes
29,मीनू मसानी,Minoo Masani
30,राजेन्द्र प्रसाद,Rajendra Prasad
31,लालमुनि चौबे,Lalmuni Chaubey
32,लोकनायक जयप्रकाश विमानक्षेत्र,Jay Prakash Narayan Airport
33,विनोबा भावे,Vinoba Bhave
34,समाजवाद,Socialism
35,सम्पूर्ण क्रांति,Bihar Movement
36,सर्वोदय,Sarvodaya
37,कलकत्ता,Kolkata
38,गवर्नमेंट ऑफ इंडिया एक्ट,Government of India Act 1919
39,नेताजी सुभाष चन्द्र बोस,Subhas Chandra Bose
40,बनारस हिन्दू विश्वविद्यालय,Banaras Hindu University
41,बिहार,Bihar
42,भारत,India
43,भारत छोड़ो आंदोलन,Quit India Movement
44,भारतीय,Indian
45,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
46,मन्मथनाथ गुप्त,Manmath Nath Gupta
47,महात्मा गांधी,Mahatma Gandhi
48,सविनय अवज्ञा आन्दोलन,Salt March
49,कामेश्वर सिंह दरभंगा संस्कृत विश्वविद्यालय,Kameshwar Singh Darbhanga Sanskrit University
50,चेन्नई,Chennai
51,जयपुर,Jaipur
52,दरभंगा,Darbhanga
53,दरभंगा राज,Raj Darbhanga
54,दिल्ली,Delhi
55,नेपाल,Nepal
56,पटना विश्वविद्यालय,Patna University
57,पेशावर,Peshawar
58,बागमती,Bagmati River
59,बिहार,Bihar
60,भारत,India
61,मैथिल ब्राह्मण,Maithil Brahmin
62,राज्य सभा,Rajya Sabha
63,लंदन,London
64,लोहार,Blacksmith
