,hindi,english
0,अद्वैत वेदान्त,Advaita Vedanta
1,ब्रह्मसूत्र,Brahma Sutras
2,भट्टोजि दीक्षित,Bhaṭṭoji Dīkṣita
3,मीमांसा,Mīmāṃsā
4,वेदांत,Vedanta
5,शैव,Shaivism
6,आदि शंकराचार्य,Adi Shankara
7,द्वैताद्वैत,Dvaitadvaita
8,ब्रह्मसूत्र,Brahma Sutras
9,विशिष्टाद्वैत,Vishishtadvaita
10,आश्रम,Ashrama (stage)
11,ऋषि,Rishi
12,धर्म,Dharma
13,भारत,India
14,मल्लयुद्ध,Malla-yuddha
15,मुष्टियुद्ध,Musti-yuddha
16,संत,Hindu saints
17,सूत्र,Sutra
18,ऋषिकेश,Rishikesh
19,चिन्मय मिशन,Chinmaya Mission
20,तमिल नाडु,Tamil Nadu
21,दर्शन,Philosophy
22,धर्म,Dharma
23,बिहार योग विद्यालय,Bihar School of Yoga
24,मलेशिया,Malaysia
25,योग,Yoga
26,रामकृष्ण मिशन,Ramakrishna Mission
27,वेद,Vedas
28,वेदान्त,Vedanta
29,संन्यास,Sannyasa
30,सत्यानन्द सरस्वती,Satyananda Saraswati
31,सनातन धर्म,Sanātanī
32,सहजानन्द सरस्वती,Sahajanand Saraswati
33,स्वामी शिवानन्द,Shivananda
