,hindi,english
0,भारत सरकार,Government of India
1,अंक,Digit
2,ईग्नू,Indira Gandhi National Open University
3,एमआईटी का ओपेनकोर्सवेयर,MIT OpenCourseWare
4,दिल्ली,Delhi
5,दूरस्थ शिक्षा,Distance education
6,नयी दिल्ली,New Delhi
7,नवाचार,Innovation
8,भारत,India
9,मुक्त विश्वविद्यालय,Open University
10,राष्ट्रीय मुक्त विद्यालयी शिक्षा संस्थान,National Institute of Open Schooling
11,लोगो,Logo
12,विश्वविद्यालय,University
13,स्वर्ण पदक,Gold medal
14,आयुर्वेद,Ayurveda
15,केरल,Kerala
16,गुरुकुल,Gurukula
17,भारत,India
18,मलप्पुरम,Malappuram
19,संगीत,Music
20,संस्कृत साहित्य,Sanskrit literature
21,जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
