,hindi,english
0,दिल मिल गए,Dill Mill Gayye
1,प्यार की ये एक कहानी,Pyaar Kii Ye Ek Kahaani
2,बिग बॉस,Bigg Boss (Hindi TV series)
3,अनुराग कश्यप,Anurag Kashyap
4,अभिनेता,Actor
5,अली फज़ल,Ali Fazal
6,इलाहाबाद,Allahabad
7,इलाहाबाद विश्वविद्यालय,University of Allahabad
8,उत्तर प्रदेश,Uttar Pradesh
9,उदय चोपड़ा,Uday Chopra
10,जिमी शेरगिल,Jimmy Sheirgill
11,दिल से,Dil Se..
12,पान सिंह तोमर,Paan Singh Tomar
13,भारत,India
14,राष्ट्रीय नाट्य विद्यालय,National School of Drama
15,शागिर्द,Shagird
16,शेखर कपूर,Shekhar Kapur
17,अभिनेता,Actor
18,इंटरनेट मूवी डेटाबेस,IMDb
19,एडवर्ड सोनेनब्लिक,Edward Sonnenblick
20,चेन्नई,Chennai
21,पद्म श्री,Padma Shri
22,भारत सरकार,Government of India
23,राजेश खन्ना,Rajesh Khanna
24,शर्मिला टैगोर,Sharmila Tagore
25,हिंदी,Hindi
26,हिन्दी,Hindi
27,इंटरनेट मूवी डेटाबेस,IMDb
28,उत्तर प्रदेश,Uttar Pradesh
29,उत्तराखण्ड,Uttarakhand
30,उपेन पटेल,Upen Patel
31,देहरादून,Dehradun
32,नेपाल,Nepal
33,फ़िल्म,Film
34,भारत,India
35,मेघालय,Meghalaya
36,मोहित सूरी,Mohit Suri
37,वाराणसी,Varanasi
38,शिलांग,Shillong
