,hindi,english
0,अंग्रेजी साहित्य,English literature
1,कर्नाटक,Karnataka
2,कोलार जिला,Kolar district
3,ज्ञानपीठ पुरस्कार,Jnanpith Award
4,तमिल,Tamils
5,बंगलौर,Bangalore
6,बसवन्ना बागेवाड़ी,Basavana Bagewadi
7,भारत,India
8,भारतीय सिविल सेवा,Civil Services of India
9,मद्रास विश्वविद्यालय,University of Madras
10,मैसूर,Mysore
11,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
12,कर्नाटक,Karnataka
13,जालस्थल,Website
14,धारवाड़,Dharwad
15,अष्टदिग्गज,Ashtadiggajas
16,कवि,Poet
17,कावेरी नदी,Kaveri
18,गुलबर्ग,Gulbarga
19,दुर्ग,Durg
20,बीदर,Bidar
21,रामायण,Ramayana
22,विजयनगर,Vijayanagara
23,विजयनगर साम्राज्य,Vijayanagara Empire
24,विवाह,Marriage
25,विष,Poison
26,कर्नाटक,Karnataka
27,कित्तूर,Kittur
28,पुणे,Pune
29,बेलगाम,Belgaum
30,भारत,India
31,१७७८,1778
32,१८२९,1829
33,१८५७,1857
