,hindi,english
0,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
1,एम॰ जे॰ अकबर,M. J. Akbar
2,गोवा,Goa
3,पंजाब विश्वविद्यालय,Panjab University
4,पटना,Patna
5,बिहार,Bihar
6,"बिहार विधान सभा चुनाव,२०१५",2015 Bihar Legislative Assembly election
7,भारतीय जनता पार्टी,Bharatiya Janata Party
8,भारतीय जनता युवा मोर्चा,Bharatiya Janata Yuva Morcha
9,मगध विश्वविद्यालय,Magadh University
10,मियामी,Miami
11,रवि शंकर प्रसाद,Ravi Shankar Prasad
12,राबड़ी देवी,Rabri Devi
13,लालू प्रसाद यादव,Lalu Prasad Yadav
14,लोक सभा,Lok Sabha
15,सांसद,Member of parliament
16,सारण लोक सभा निर्वाचन क्षेत्र,Saran (Lok Sabha constituency)
17,सैयद शाहनवाज हुसैन,Syed Shahnawaz Hussain
18,अनुग्रह नारायण सिंह,Anugrah Narayan Sinha
19,कृष्ण सिंह,Shri Krishna Singh (politician)
20,बिहार,Bihar
21,भारत,India
22,राँची,Ranchi
23,बिहार,Bihar
24,बिहार के मुख्यमंत्री,List of chief ministers of Bihar
25,जवाहरलाल नेहरू,Jawaharlal Nehru
26,दरभंगा,Darbhanga
27,मुजफ्फरपुर,Muzaffarpur
28,लखनऊ,Lucknow
29,संघ लोक सेवा आयोग,Union Public Service Commission
30,समस्तीपुर,Samastipur
