,hindi,english
0,अंग्रेजी साहित्य,English literature
1,अमिताभ घोष,Amitav Ghosh
2,अरुंधति राय,Arundhati Roy
3,उपन्यास,Novel
4,ऑस्ट्रेलिया,Australia
5,कर्नाटक,Karnataka
6,कानपुर,Kanpur
7,चीन,China (region)
8,चेन्नई,Chennai
9,दिल्ली,Delhi
10,पत्रकार,Journalist
11,बिहार,Bihar
12,भारत,India
13,मैन बुकर पुरस्कार,Booker Prize
14,वाल स्ट्रीट जर्नल,The Wall Street Journal
15,सिडनी,Sydney
16,कन्नड़ भाषा,Kannada
17,कन्नड़ भाषा,Kannada
18,ज्ञानपीठ,Jnanpith Award
19,ज्ञानपीठ पुरस्कार,Jnanpith Award
20,नाटक,Drama
21,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
22,कर्नाटक,Karnataka
23,कर्नाटक सरकार,Government of Karnataka
24,पेंशन,Pension
25,श्रीमद्भगवद्गीता,Bhagavad Gita
26,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
