,hindi,english
0,अन्तरराष्ट्रीय न्यायालय के न्यायाधीश,Judges of the International Court of Justice
1,इंडोनेशिया,Indonesia
2,कर्नाटक,Karnataka
3,कोटा,"Kota, Rajasthan"
4,गोवा,Goa
5,जॉर्डन,Jordan
6,जोधपुर,Jodhpur
7,दिल्ली,Delhi
8,दिल्ली उच्च न्यायालय,Delhi High Court
9,पद्म भूषण,Padma Bhushan
10,ब्रिटेन,Britain
11,भारत सरकार,Government of India
12,भारतीय,Indian
13,मलेशिया,Malaysia
14,महाराष्ट्र,Maharashtra
15,राजस्थान,Rajasthan
16,राजस्थान उच्च न्यायालय,Rajasthan High Court
17,शिकागो विश्वविद्यालय,University of Chicago
18,श्रीलंका,Sri Lanka
19,संयुक्त राज्य अमेरिका,United States
20,संयुक्त राष्ट्र,United Nations
21,सिंगापुर,Singapore
22,कुलपति,Kulapati
23,पूर्व,East
24,राजस्थान उच्च न्यायालय,Rajasthan High Court
25,राजस्थान,Rajasthan
26,राजस्थान उच्च न्यायालय,Rajasthan High Court
27,अजमेर,Ajmer
28,पद्म भूषण,Padma Bhushan
29,भारत,India
30,भारत सरकार,Government of India
31,राजेंड्र सिंह परोदा,Rajendra Singh Paroda
32,१९९८,1998
