,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,इहाना ढिल्लों,Ihana Dhillon
2,ज़रीन खान,Zareen Khan
3,फ़िल्म,Film
4,भारतीय,Indian
5,सनम रे,Sanam Re
6,सुरवीन चावला,Surveen Chawla
7,अल्मोड़ा,Almora
8,कुमाऊं रेजिमेंट,Kumaon Regiment
9,कोका कोला,Coca-Cola
10,द हिन्दू,The Hindu
11,दिल्ली,Delhi
12,पूरन चन्द जोशी,Puran Chand Joshi
13,प्रसून जोशी,Prasoon Joshi
14,बेड़ू पाको बारमासा,Bedu Pako Baro Masa
15,राष्ट्रीय नाट्य विद्यालय,National School of Drama
16,अशोक कामटे,Ashok Kamte
17,अशोक चक्र,Ashoka Chakra (military decoration)
18,तुकाराम ओम्बले,Tukaram Omble
19,पैराशूट रेजिमेंट,Parachute Regiment (India)
20,भारत,India
21,यहूदी,Jews
22,राष्ट्रपति,President (government title)
23,राष्ट्रीय सुरक्षा गार्ड,National Security Guard
24,विजय सालस्कर,Vijay Salaskar
25,संदीप उन्नीकृष्णन,Sandeep Unnikrishnan
26,हवलदार,Havildar
27,हेमंत करकरे,Hemant Karkare
28,अरहंत,Arhat
29,अशोक,Ashoka
30,अशोक चक्र,Ashoka Chakra (military decoration)
31,अशोक चक्र (पदक),Ashoka Chakra Award
32,धर्मचक्र,Dharmachakra
33,बुद्धत्व,Buddhahood
34,सारनाथ,Sarnath
