,hindi,english
0,अनुष्का शंकर,Anoushka Shankar
1,अन्नपूर्णा देवी,Annapurna Devi
2,उदय शंकर,Uday Shankar
3,नोराह जोन्स,Norah Jones
4,पद्म भूषण,Padma Bhushan
5,भारत,India
6,भारत रत्न,Bharat Ratna
7,भारत सरकार,Government of India
8,शुभेन्द्र शंकर,Ravi Shankar#Personal life and family
9,उत्तर प्रदेश,Uttar Pradesh
10,उसताद अलाउद्दीन खान,Allauddin Khan
11,कला,Art
12,पद्म भूषण,Padma Bhushan
13,१९५८,1958
14,2008 नैना देवी भगदड़,2008 Naina Devi temple stampede
15,काली,Kali
16,गणेश,Ganesha
17,चंडीगढ़ विमानक्षेत्र,Chandigarh Airport
18,चिंतपूर्णी,Chintpurni
19,चैत्र,Chaitra
20,दिल्ली,Delhi
21,नवरात्रि,Navaratri
22,पीपल,Ficus religiosa
23,भारत,India
24,लुधियाना,Ludhiana
25,शक्ति पीठ,Shakti Peetha
26,शिवालिक,Sivalik Hills
27,हिमाचल प्रदेश,Himachal Pradesh
28,कला स्नातक,Bachelor of Arts
29,कीर्तन,Kirtan
30,कोलकाता,Kolkata
31,ख़याल,Khyal
32,गायक,Singer
33,जर्मनी,Germany
34,ठप्पा,Die (manufacturing)
35,ठुमरी,Thumri
36,बरकत अली खान,Barkat Ali Khan
37,बांग्लादेश,Bangladesh
38,भजन,Bhajan
39,भारत,India
40,भारतीय,Indian
41,मय़मनसिंह,Mymensingh
42,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
43,लोकसंगीत,Contemporary folk music
44,शास्त्रीय संगीत,Indian classical music
45,श्यामनगर,"Shyamnagar, West Bengal"
46,संगीत नाटक अकादमी,Sangeet Natak Akademi
47,स्नातकोत्तर,Postgraduate education
48,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
