,hindi,english
0,कानपुर,Kanpur
1,तमिल,Tamils
2,द्वितीय विश्वयुद्ध,World War II
3,भारत,India
4,सिंगापुर,Singapore
5,अंग्रेजी,English language
6,अंडमान व निकोबार द्वीप,Andaman and Nicobar Islands
7,अंदमान और निकोबार द्वीप,Andaman and Nicobar Islands
8,अनिता बोस फाफ,Anita Bose Pfaff
9,अफगानिस्तान,Afghanistan
10,अरविन्द घोष,Sri Aurobindo
11,अल्मोड़ा,Almora
12,असहयोग आंदोलन,Non-cooperation movement
13,आज़ाद हिन्द,Azad Hind
14,आज़ाद हिन्द फ़ौज,Indian National Army
15,आज़ाद हिन्द फौज,Indian National Army
16,आज़ाद हिन्द रेडियो,Azad Hind Radio
17,आजाद हिन्द,Azad Hind
18,आजाद हिन्द फौज,Indian National Army
19,आयरलैंड,Ireland
20,इंग्लैंड,England
21,इंडोनेशिया,Indonesia
22,इंफाल,Imphal
23,इटली,Italy
24,इम्फाल,Imphal
25,उच्चारण,Pronunciation
26,एमिली शेंकल,Emilie Schenkl
27,एशिया,Asia
28,ऑस्ट्रिया,Austria
29,ओड़िशा,Odisha
30,कटक,Cuttack
31,कराची,Karachi
32,कलकत्ता,Kolkata
33,कलकत्ता विश्वविद्यालय,University of Calcutta
34,काबुल,Kabul
35,कार,Car
36,कील,Nail (fastener)
37,कोरिया,Korea
38,कोलकाता,Kolkata
39,कोहिमा,Kohima
40,कोहिमा का युद्ध,Battle of Kohima
41,चित्तरंजन दास,Chittaranjan Das
42,चीन,China (region)
43,छत्तीसगढ़,Chhattisgarh
44,जय हिन्द,Jai Hind
45,जर्मनी,Germany
46,जवाहरलाल नेहरू,Jawaharlal Nehru
47,जापान,Japan
48,जापानी भाषा,Japanese language
49,झाँसी की रानी रेजिमेंट,Rani of Jhansi Regiment
50,टोकियो,Tokyo
51,डलहौजी,"Dalhousie, India"
52,तपेदिक,Tuberculosis
53,ताइवान,Taiwan (island)
54,त्रिपुरी,Tripuri
55,दिल्ली,Delhi
56,देशबंधु चित्तरंजन दास,Chittaranjan Das
57,द्वितीय विश्वयुद्ध,World War II
58,नागासाकी,Nagasaki
59,नौसेना विद्रोह,Royal Indian Navy mutiny
60,पट्टाभि सीतारमैया,Bhogaraju Pattabhi Sitaramayya
61,पत्नी,Wife
62,पशु चिकित्सक,Veterinary medicine
63,पश्चिम बंगाल,West Bengal
64,पश्चिम बंगाल सरकार,Government of West Bengal
65,पूर्वी एशिया,East Asia
66,पेशावर,Peshawar
67,प्रफुल्लचन्द्र राय,Prafulla Chandra Ray
68,फिलीपींस,Philippines
69,फैजाबाद,Faizabad
70,फॉरवर्ड ब्लॉक,All India Forward Bloc
71,बंगलौर,Bangalore
72,बंगाल,Bengal
73,बर्मा,Myanmar
74,बर्लिन,Berlin
75,ब्रिटिश राज,British Raj
76,ब्रिटिश साम्राज्य,British Empire
77,भगत सिंह,Bhagat Singh
78,भाई,Brother
79,भारत,India
80,भारत सरकार,Government of India
81,भारतीय,Indian
82,भारतीय इतिहास,History of India
83,भारतीय राष्ट्रीय अभिलेखागार,National Archives of India
84,भारतीय स्वतंत्रता का क्रांतिकारी आन्दोलन,Revolutionary movement for Indian independence
85,मंचूरिया,Manchuria
86,महात्मा गांधी,Mahatma Gandhi
87,माईन काम्फ,Mein Kampf
88,माण्डले,Mandalay
89,मान्चुको,Manchukuo
90,मास्को,Moscow
91,मुखर्जी आयोग,Mukherjee Commission
92,मुम्बई,Mumbai
93,मुसोलिनी,Benito Mussolini
94,मृत्यु,Death
95,मेघनाद साहा,Meghnad Saha
96,मैडागास्कर,Madagascar
97,मोतीलाल नेहरू,Motilal Nehru
98,म्याँमार,Myanmar
99,यूरोप,Europe
100,रंगून,Yangon
101,रवींद्रनाथ ठाकुर,Rabindranath Tagore
102,रवीन्द्रनाथ ठाकुर,Rabindranath Tagore
103,राज्य,State (polity)
104,राष्ट्रपिता,Father of the Nation
105,रासबिहारी बोस,Rash Behari Bose
106,रूस,Russia
107,रैंकोजी मन्दिर (जापान),Renkō-ji
108,लाहौर,Lahore
109,वकील,Advocate
110,विधानसभा,State Legislative Assembly (India)
111,वियेना,Vienna
112,संस्करण,Edition (printmaking)
113,सरदार वल्लभ भाई पटेल,Vallabhbhai Patel
114,साइमन कमीशन,Simon Commission
115,सिंगापुर,Singapore
116,सुभाष चन्द्र बोस की मृत्यु,Death of Subhas Chandra Bose
117,सुभाष चन्द्र बोस के राजनैतिक विचार,Political views of Subhas Chandra Bose
118,सैगोन,Ho Chi Minh City
119,स्वतन्त्रता संग्राम,Indian independence movement
120,स्वराज,Swaraj
121,स्वराज पार्टी,Swaraj Party
122,स्वामी विवेकानन्द,Swami Vivekananda
123,हिटलर,Adolf Hitler
124,हिदेकी तोजो,Hideki Tojo
125,हिन्द महासागर,Indian Ocean
126,हिन्दू,Hindus
127,हिरोशिमा,Hiroshima
128,एर्नाकुलम,Ernakulam
129,केरल,Kerala
130,पट्टम ताणु पिल्लै,Pattom A. Thanu Pillai
131,भारत छोड़ो आन्दोलन,Quit India Movement
132,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
133,महात्मा गांधी,Mahatma Gandhi
134,महाराजा,Maharaja
135,रानी लक्ष्मीबाई,Rani of Jhansi
136,केरल,Kerala
137,ब्रिटिश राज,British Raj
138,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
