,hindi,english
0,इंडियन प्रीमियर लीग,Indian Premier League
1,केरल,Kerala
2,प्रथम श्रेणी क्रिकेट,First-class cricket
3,भारतीय,Indian
4,रणजी ट्रॉफी,Ranji Trophy
5,इंडियन प्रीमियर लीग,Indian Premier League
6,एक दिवसीय अंतर्राष्ट्रीय,One Day International
7,कर्नाटक,Karnataka
8,क्रिकेट,Cricket
9,जोधपुर,Jodhpur
10,राजस्थान,Rajasthan
11,२०१६ इंडियन प्रीमियर लीग,2016 Indian Premier League
12,अंतर्राष्ट्रीय क्रिकेट परिषद,International Cricket Council
13,अनिल कुंबले,Anil Kumble
14,इंडियन प्रीमियर लीग,Indian Premier League
15,एडम गिलक्रिस्ट,Adam Gilchrist
16,कन्नूर,Kannur
17,कराची,Karachi
18,किंग्स इलेवन पंजाब,Kings XI Punjab
19,केरल,Kerala
20,क्रिकेट,Cricket
21,ग्रेग चैपल,Greg Chappell
22,चेन्नई,Chennai
23,टेस्ट क्रिकेट,Test cricket
24,दिलीप ट्रॉफी,Duleep Trophy
25,दिल्ली पुलिस,Delhi Police
26,नागपुर,Nagpur
27,प्रवीण कुमार,Praveen Kumar
28,भारत,India
29,महेंद्र सिंह धोनी,MS Dhoni
30,मैथ्यू हेडन,Matthew Hayden
31,रणजी ट्रॉफी,Ranji Trophy
32,राजकोट,Rajkot
33,राजस्थान रॉयल्स,Rajasthan Royals
34,स्पॉट फिक्सिंग,Spot-fixing
35,हरभजन सिंह,Harbhajan Singh
36,इंडियन प्रीमियर लीग,Indian Premier League
37,केरल,Kerala
38,क्रिकेट,Cricket
39,तोडुपुज़ा,Thodupuzha
40,भारत,India
41,भारतीय,Indian
42,राजस्थान रॉयल्स,Rajasthan Royals
43,रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
44,सनराइजर्स हैदराबाद,Sunrisers Hyderabad
45,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
