,hindi,english
0,अभिनेता,Actor
1,लेखक,Writer
2,हिन्दी,Hindi
3,अभिनेता,Actor
4,इंटरनेट मूवी डेटाबेस,IMDb
5,कमीने,Kaminey
6,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
7,भारतीय,Indian
8,वी शांताराम,V. Shantaram
9,सिंघम रिटर्न्स,Singham Returns
10,स्टार स्क्रीन पुरस्कार,Screen Awards
11,भारत,India
12,महाराष्ट्र,Maharashtra
13,सैराट,Sairat
14,सोलापुर,Solapur
15,इंटरनेट मूवी डेटाबेस,IMDb
16,भूत,Bhoot
17,मिया मालकोवा,Mia Malkova
18,रंगीला,Rangeela (1995 film)
19,रक्त चरित्र,Rakta Charitra
20,विजयवाड़ा,Vijayawada
21,सन्नी लियोन,Sunny Leone
22,सरकार,Government
