,hindi,english
0,आरा,Arrah
1,इलाहाबाद,Allahabad
2,कानपुर,Kanpur
3,गोरखपुर,Gorakhpur
4,जगदीशपुर,Jagdishpur (Industrial Area)
5,दिल्ली,Delhi
6,बंगाल,Bengal
7,बलिया,Ballia
8,बिहार,Bihar
9,बिहिया,Bihiya
10,बैरकपुर,Barrackpore
11,भारत,India
12,भोजपुर,Bhojpur
13,मंगल पांडे,Mangal Pandey
14,मेरठ,Meerut
15,राजपूत,Rajput
16,लखनऊ,Lucknow
17,वीर कुँवर सिंह विश्वविद्यालय,Veer Kunwar Singh University
18,आरा,Arrah
19,इलाहाबाद,Allahabad
20,कानपुर,Kanpur
21,गोरखपुर,Gorakhpur
22,जगदीशपुर,Jagdishpur (Industrial Area)
23,दिल्ली,Delhi
24,बंगाल,Bengal
25,बलिया,Ballia
26,बिहार,Bihar
27,बिहिया,Bihiya
28,बैरकपुर,Barrackpore
29,भारत,India
30,भोजपुर,Bhojpur
31,मंगल पांडे,Mangal Pandey
32,मेरठ,Meerut
33,राजपूत,Rajput
34,लखनऊ,Lucknow
35,वीर कुँवर सिंह विश्वविद्यालय,Veer Kunwar Singh University
36,अमोढ़ा,Amorha
37,आत्मकथा,Autobiography
38,इलाहाबाद विश्वविद्यालय,University of Allahabad
39,उत्तर प्रदेश,Uttar Pradesh
40,कायस्थ,Kayastha
41,किसान,Farmer
42,कोलकाता,Kolkata
43,क्वेटा,Quetta
44,गणराज्य,Republic
45,गोपाल कृष्ण गोखले,Gopal Krishna Gokhale
46,छपरा,Chhapra
47,जमनालाल बजाज,Jamnalal Bajaj
48,पटना,Patna
49,बंगाल,Bengal
50,बलिया,Ballia
51,बिहार,Bihar
52,भागलपुर,Bhagalpur
53,भारत,India
54,भारत रत्न,Bharat Ratna
55,भारत सरकार,Government of India
56,भारतीय,Indian
57,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
58,भूकम्प,Earthquake
59,महाभारत,Mahabharata
60,रामायण,Ramayana
61,राष्ट्रपति,President (government title)
62,वैज्ञानिक,Scientist
63,सरोजिनी नायडू,Sarojini Naidu
64,सिंध,Sindh
65,हिन्दी,Hindi
66,हिन्दू,Hindus
67,अनुग्रह नारायण सिंह,Anugrah Narayan Sinha
68,कृष्ण सिंह,Shri Krishna Singh (politician)
69,बिहार,Bihar
70,भारत,India
71,राँची,Ranchi
