,hindi,english
0,अमिताभ बच्चन,Amitabh Bachchan
1,दार्जिलिंग,Darjeeling
2,दिलीप कुमार,Dilip Kumar
3,बंगाली,Bengali language
4,भारत,India
5,हिन्दी,Hindi
6,भारत सरकार,Government of India
7,ओड़िसी,Odissi
8,कलानिधि नारायणन,Kalanidhi Narayanan
9,केलुचरण महापात्र,Kelucharan Mohapatra
10,कोलकाता,Kolkata
11,नृत्य,Dance
12,पुरी,Puri
13,भारत,India
14,संगीत नाटक अकादमी,Sangeet Natak Akademi
15,"सूचना एवं प्रसारण मंत्रालय, भारत सरकार",Ministry of Information and Broadcasting (India)
16,कंपनी,Company
17,कैंब्रिज विश्वविद्यालय,University of Cambridge
18,पतंजलि आयुर्वेद,Patanjali Ayurved
19,भारत,India
