,hindi,english
0,द्वितीय विश्वयुद्ध,World War II
1,राज्य सभा,Rajya Sabha
2,इटली,Italy
3,जय हिन्द,Jai Hind
4,जर्मनी,Germany
5,जापान,Japan
6,तुर्की,Turkey
7,बाल गंगाधर तिलक,Bal Gangadhar Tilak
8,भगत सिंह,Bhagat Singh
9,भारत,India
10,लाला लाजपत राय,Lala Lajpat Rai
11,अकाली,Akal (Sikh term)
12,असहयोग आन्दोलन,Non-cooperation movement
13,आगरा,Agra
14,दुर्गा भाभी,Durgawati Devi
15,नौजवान भारत सभा,Naujawan Bharat Sabha
16,भगत सिंह,Bhagat Singh
17,भारत,India
18,लखनऊ,Lucknow
19,लाला लाजपत राय,Lala Lajpat Rai
20,लाहौर,Lahore
21,सुखदेव,Sukhdev Thapar
22,हिन्दुस्तान सोशलिस्ट रिपब्लिकन एसोसिएशन,Hindustan Socialist Republican Association
