,hindi,english
0,अमृतसर,Amritsar
1,आगरा,Agra
2,कलकत्ता विश्वविद्यालय,University of Calcutta
3,कोलकाता,Kolkata
4,गोपाल कृष्ण गोखले,Gopal Krishna Gokhale
5,पुणे,Pune
6,बंगाल,Bengal
7,बाल गंगाधर तिलक,Bal Gangadhar Tilak
8,ब्रिटिश राज,British Raj
9,भारत,India
10,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
11,रिपन,"George Robinson, 1st Marquess of Ripon"
12,लाहौर,Lahore
13,स्वराज,Swaraj
14,कलकत्ता विश्वविद्यालय,University of Calcutta
15,कुलीन ब्राह्मण,Kulin Brahmin
16,कोलकाता,Kolkata
17,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
18,केशवचंद्र सेन,Keshub Chandra Sen
19,पत्रकार,Journalist
20,बांग्ला,Bengali language
21,बांग्लादेश,Bangladesh
22,बालगंगाधर तिलक,Bal Gangadhar Tilak
23,ब्रिटेन,Britain
24,भारतीय स्वाधीनता आंदोलन,Indian independence movement
25,महात्मा गाँधी,Mahatma Gandhi
26,मैनचेस्टर,Manchester
27,लाला लाजपत राय,Lala Lajpat Rai
28,लेखक,Writer
29,विधवा,Widow
30,सिलहट,Sylhet Division
31,स्वराज,Swaraj
32,१८५८,1858
33,१९३२,1932
34,२० मई,May 20
35,७ नवंबर,November 7
36,अनुशीलन समिति,Anushilan Samiti
37,अरविन्द घोष,Sri Aurobindo
38,खुदीराम बोस,Khudiram Bose
39,पत्रकार,Journalist
40,प्रफुल्ल चाकी,Prafulla Chaki
41,बंगाल,Bengal
42,भारत,India
