,hindi,english
0,अयोध्या,Ayodhya
1,इंटरनेट मूवी डेटाबेस,IMDb
2,उत्तर प्रदेश,Uttar Pradesh
3,देहरादून,Dehradun
4,भारत,India
5,इंटरनेट मूवी डेटाबेस,IMDb
6,इंडियन आइडल,Indian Idol
7,दिलबर,Dilbar (song)
8,बॉलीवुड,Bollywood
9,इंटरनेट मूवी डेटाबेस,IMDb
10,मिस लवली,Miss Lovely
11,1968,1968
12,अंग्रेज़ी,English language
13,अल्मोड़ा,Almora
14,उत्तराखंड,Uttarakhand
15,कवि,Poet
16,गीतकार,Lyricist
17,गोपेश्वर,Chamoli district
18,चमोली,Chamoli district
19,दिल्ली ६,Delhi-6
20,नरेन्द्रनगर,New Tehri
21,पटकथा,Screenplay
22,फ़िल्म,Film
23,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
24,भारतीय सिनेमा,Cinema of India
25,रंग दे बसंती,Rang De Basanti
26,रुद्रप्रयाग,Rudraprayag
27,लज्जा,Shyness
28,लेखक,Writer
29,हम तुम,Hum Tum
30,हिन्दी,Hindi
