,hindi,english
0,जयपुर,Jaipur
1,भारत,India
2,हरियाणा,Haryana
3,1982,1982
4,2 नवंबर,November 2
5,कुश्ती,Wrestling
6,ग्लास्गो,Glasgow
7,भारत,India
8,भारतीय,Indian
9,स्कॉटलैंड,Scotland
10,२०१२ ग्रीष्मकालीन ऑलंपिक्स,2012 Summer Olympics
11,अर्जुन पुरस्कार,Arjuna Award
12,ईरान,Iran
13,ओलम्पिक,Olympic Games
14,कुश्ती,Wrestling
15,जाट रेजीमेंट,Jat Regiment
16,पद्मश्री,Padma Shri
17,पहलवान,Pehlwani
18,बैंकाक,Bangkok
19,भारत,India
20,भारत सरकार,Government of India
21,भारतीय सेना,Indian Armed Forces
22,म्युनिख,Munich
23,हरियाणा,Haryana
24,हिसार,Hisar (city)
25,2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
26,कांस्य पदक,Bronze medal
27,ग्लासगो,Glasgow
28,भारत,India
29,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
30,राष्ट्रमण्डल खेल,Commonwealth Games
