,hindi,english
0,अंग्रेजी साहित्य,English literature
1,आदि शंकराचार्य,Adi Shankara
2,आश्रम,Ashrama (stage)
3,उत्तरकाशी,Uttarkashi
4,उपनिषद्,Upanishads
5,ऋषिकेश,Rishikesh
6,कला,Art
7,केरल,Kerala
8,गुरु,Guru
9,चिन्मय मिशन,Chinmaya Mission
10,जीव विज्ञान,Biology
11,दर्शन,Philosophy
12,दीक्षा,Diksha
13,धर्म,Dharma
14,न्याय,Justice
15,पत्रकारिता,Journalism
16,भाष्य,Bhashya
17,यज्ञ,Yajna
18,योग,Yoga
19,लखनऊ विश्वविद्यालय,University of Lucknow
20,वनस्पति विज्ञान,Botany
21,विज्ञान,Science
22,वेद,Vedas
23,वेदान्त,Vedanta
24,वेदान्त दर्शन,Vedanta
25,संन्यास,Sannyasa
26,संस्कृति,Culture
27,स्वामी शिवानन्द,Shivananda
28,हिन्दू धर्म,Hinduism
29,उत्तरकाशी,Uttarkashi
30,गंगोत्री,Gangotri
31,यूरोप,Europe
32,केरल,Kerala
33,रामकृष्ण मिशन,Ramakrishna Mission
34,स्वामी शिवानन्द,Shivananda
35,उपनिषद्,Upanishads
36,श्रीमद्भगवद्गीता,Bhagavad Gita
