,hindi,english
0,अर्जुन पुरस्कार,Arjuna Award
1,कपिल देव,Kapil Dev
2,टेस्ट क्रिकेट,Test cricket
3,भारत,India
4,भारतीय क्रिकेट टीम,India national cricket team
5,विकेट,Wicket
6,१९५९,1959
7,६ जनवरी,January 6
8,इंडियन प्रीमियर लीग,Indian Premier League
9,क्रिकेट,Cricket
10,चेन्नई सुपर किंग्स,Chennai Super Kings
11,भारत,India
12,भारतीय,Indian
13,हरियाणा,Haryana
14,इंग्लैंड क्रिकेट टीम,England cricket team
15,इंडियन प्रीमियर लीग,Indian Premier League
16,एक दिवसीय अंतर्राष्ट्रीय,One Day International
17,कुलदीप यादव,Kuldeep Yadav
18,क्रिकेट,Cricket
19,ज़िम्बाब्वे क्रिकेट टीम,Zimbabwe national cricket team
20,जींद,Jind
21,भारत,India
22,मुथैया मुरलीधरन,Muttiah Muralitharan
23,रविचंद्रन अश्विन,Ravichandran Ashwin
24,राशिद खान (अफ़ग़ान क्रिकेटर),Rashid Khan (cricketer)
25,रॉयल चैलेंजर्स बैंगलोर,Royal Challengers Bangalore
26,श्रीलंका क्रिकेट टीम,Sri Lanka national cricket team
27,हरारे स्पोर्ट्स क्लब,Harare Sports Club
28,हरियाणा,Haryana
29,भारत,India
30,भारतीय महिला हॉकी टीम,India women's national field hockey team
31,हॉकी,Hockey
