,hindi,english
0,ग्राम,Gram
1,सिवनी,"Seoni, Madhya Pradesh"
2,एकलव्य,Ekalavya
3,कृशण भिल,Krishan Bheel
4,दिवालीबेन भील,Diwaliben Bhil
5,मनसुख भाई वसावा,Mansukhbhai Vasava
6,राणा पूंजा,Rana Punja
7,अजमेर,Ajmer
8,अप्रैल,April
9,अरुणाचल प्रदेश,Arunachal Pradesh
10,आगरा,Agra
11,उत्तर प्रदेश,Uttar Pradesh
12,कुल्हाड़ी,Axe
13,झाँसी,Jhansi
14,झांसी,Jhansi
15,डलहौजी,"Dalhousie, India"
16,तलवार,Sword
17,तोप,Cannon
18,बंदूक,Ranged weapon
19,बुंदेलखंड,Bundelkhand
20,मैथिलीशरण गुप्त,Maithili Sharan Gupt
21,राजस्थान,Rajasthan
22,लक्ष्मीबाई,Rani of Jhansi
23,लखनऊ,Lucknow
24,हमशक्ल,Look-alike
25,१८३०,1830
26,१८५७,1857
27,१८५८,1858
28,२२ नवंबर,November 22
29,४ अप्रैल,April 4
30,भारत,India
