,hindi,english
0,चेन्नई,Chennai
1,जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
2,अभिनय,Acting
3,अभिनव गुप्त,Abhinavagupta
4,अभिनवभारती,Abhinavabharati
5,अभिनेता,Actor
6,ऋग्वेद,Rigveda
7,"कश्मीर, भारत",Jammu and Kashmir (state)
8,चाणक्य,Chanakya
9,छन्द,Metre (poetry)
10,ताण्डव,Tandava
11,ताल,Tala (music)
12,नट,Nat caste
13,नाटक,Drama
14,नृत्य,Dance
15,पाण्डुलिपि,Manuscript
16,प्रजापति,Brahma
17,प्रत्यभिज्ञा दर्शन,Pratyabhijna
18,बड़ौदा,Vadodara
19,भरत मुनि,Bharata Muni
20,भरतनाट्यम्,Bharatanatyam
21,भरतमुनि,Bharata Muni
22,भारतीय मनोविज्ञान,Indian psychology
23,भाष्य,Bhashya
24,मनु,Manu (Hinduism)
25,यजुर्वेद,Yajurveda
26,रस,Rasa (aesthetics)
27,ललित कला,Fine art
28,वसिष्ठ,Vasishtha
29,वेद,Vedas
30,शंकुक,Gnomon
31,संगीत,Music
32,सामवेद,Samaveda
33,स्मृति,Smriti
34,अहमदाबाद,Ahmedabad
35,कला,Art
36,गुजरात,Gujarat
37,पद्म भूषण,Padma Bhushan
38,भारत सरकार,Government of India
39,१९९२,1992
