,hindi,english
0,अनिल कुंबले,Anil Kumble
1,इयान बॉथम,Ian Botham
2,कानपुर,Kanpur
3,किंग्स इलेवन पंजाब,Kings XI Punjab
4,कुलदीप यादव,Kuldeep Yadav
5,क्रिकेट,Cricket
6,गौतम गंभीर,Gautam Gambhir
7,ग्रीन पार्क स्टेडियम,Green Park Stadium
8,चेन्नई,Chennai
9,चेन्नई सुपर किंग्स,Chennai Super Kings
10,टेस्ट क्रिकेट,Test cricket
11,डेल स्टेन,Dale Steyn
12,न्यूजीलैंड क्रिकेट टीम,New Zealand national cricket team
13,भारत,India
14,मुथैया मुरलीधरन,Muttiah Muralitharan
15,मोहम्मद शमी,Mohammed Shami
16,राइजिंग पुणे सुपरजायंट,Rising Pune Supergiant
17,राशिद खान (अफ़ग़ान क्रिकेटर),Rashid Khan (cricketer)
18,रोहित शर्मा,Rohit Sharma
19,शिखर धवन,Shikhar Dhawan
20,हरभजन सिंह,Harbhajan Singh
21,चेन्नई,Chennai
22,चेन्नई सुपर किंग्स,Chennai Super Kings
23,भारतीय क्रिकेट टीम,India national cricket team
24,सनराइजर्स हैदराबाद,Sunrisers Hyderabad
25,एक दिवसीय अंतर्राष्ट्रीय,One Day International
26,टेस्ट क्रिकेट,Test cricket
27,भारतीय क्रिकेट टीम,India national cricket team
