,hindi,english
0,एकेश्वरवाद,Monotheism
1,कर्नाटक,Karnataka
2,गिरीश कर्नाड,Girish Karnad
3,जाति,Caste
4,दक्षिण भारत,South India
5,धर्म,Dharma
6,नई दिल्ली,New Delhi
7,बसवकल्याण,Basavakalyan
8,भगवान,Bhagavan
9,भारत के राष्ट्रपति,President of India
10,शैव,Shaivism
11,सामाजिक लोकतंत्र,Social democracy
12,११६२,1162
13,११६७,1167
14,११९६,1196
15,बसव,Basava
16,१२वीं शताब्दी,12th century
17,आचार्य,Acharya
18,जिनसेन,Jinasena
19,दिगम्बर,Digambara
20,दिगम्बर साधु,Digambara monk
21,वीरसेन,Virasena
22,भारत,India
23,लेखक,Writer
