,hindi,english
0,झारखण्ड,Jharkhand
1,भारत,India
2,भारतीय जनता पार्टी,Bharatiya Janata Party
3,सांसद,Member of parliament
4,झारखण्ड,Jharkhand
5,भारत,India
6,भारतीय,Indian
7,भारतीय जनता पार्टी,Bharatiya Janata Party
8,भारतीय जनता पार्टी,Bharatiya Janata Party
9,राँची,Ranchi
10,अंग्रेजी,English language
11,अवधी,Awadhi language
12,इंजीनियर,Engineer
13,इंडोनेशिया,Indonesia
14,इलाहाबाद विश्वविद्यालय,University of Allahabad
15,कलकत्ता विश्वविद्यालय,University of Calcutta
16,गणित,Mathematics
17,गुमला,Gumla
18,गैंगरीन,Gangrene
19,झारखंड,Jharkhand
20,दार्जिलिंग,Darjeeling
21,दिल्ली,Delhi
22,नीदरलैंड,Netherlands
23,नॉकके-हेइस्ट,Knokke-Heist
24,पद्म भूषण,Padma Bhushan
25,पद्म विभूषण,Padma Vibhushan
26,पद्मश्री,Padma Shri
27,बंबई,Mumbai
28,बेल्जियम,Belgium
29,ब्रजभाषा,Braj Bhasha
30,भारत,India
31,भारत रत्न,Bharat Ratna
32,भारत सरकार,Government of India
33,भारतीय,Indian
34,मुम्बई,Mumbai
35,ल्यूवेन विश्वविद्यालय,Catholic University of Leuven (1834–1968)
36,वलकनबर्ग,Valkenburg aan de Geul
37,वाल्मीकि,Valmiki
38,वियतनाम,Vietnam
39,वेस्ट फ्लैंडर्स,West Flanders
40,शिक्षा,Education
41,संस्कृत,Sanskrit
42,साहित्य,Literature
43,सिविल इंजीनियरिंग,Civil engineering
44,हिंदी,Hindi
45,हिंदी साहित्य,Hindi literature
