,hindi,english
0,मलयालम भाषा,Malayalam
1,महाकाव्य,Mahakavya
2,मलयालम भाषा,Malayalam
3,केरल,Kerala
4,त्रावणकोर,Travancore
5,देवनारायण,Devnarayan
6,मलयालम,Malayalam
7,अँग्रेजी,English language
8,कमला दास,Kamala Surayya
9,केरल,Kerala
10,त्रिचूर,Thrissur
11,नोबेल पुरस्कार,Nobel Prize
12,पुणे,Pune
13,बालमणि अम्मा,Balamani Amma
14,ब्रिटिश राज,British Raj
15,भारतीय,Indian
16,मद्रास प्रैज़िडन्सी,Madras Presidency
17,मलयालम,Malayalam
18,माई स्टोरी,My Story (Kamala Das book)
19,मालाबार,Malabar region
20,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
