,hindi,english
0,कानपुर,Kanpur
1,गायक,Singer
2,भजन,Bhajan
3,भारत,India
4,१९५३,1953
5,२९ जुलाई,July 29
6,कला,Art
7,कोलकाता,Kolkata
8,ठुमरी,Thumri
9,पद्म भूषण,Padma Bhushan
10,पद्म विभूषण,Padma Vibhushan
11,बनारस,Varanasi
12,बनारस हिंदू विश्वविद्यालय,Banaras Hindu University
13,भारत,India
14,भारत सरकार,Government of India
15,भारतीय शास्त्रीय संगीत,Indian classical music
16,भूमिहार,Bhumihar
17,वाराणसी,Varanasi
18,हारमोनियम,Pump organ
19,१९८९,1989
20,२०१६,2016
21,इंटरनेट मूवी डेटाबेस,IMDb
22,लोक संगीत,Contemporary folk music
