,hindi,english
0,बांग्लादेश,Bangladesh
1,अष्टनायिका,Ashta Nayika
2,काली,Kali
3,कोलकाता,Kolkata
4,जगन्नाथ,Jagannath
5,दक्षिणेश्वर काली मन्दिर,Dakshineswar Kali Temple
6,दुर्गा,Durga
7,देवी,Goddess
8,पुरी,Puri
9,प्रेसिडेन्सी विश्वविद्यालय,"Presidency University, Kolkata"
10,बंगाल,Bengal
11,ब्राह्मण,Brahmin
12,रामकृष्ण परमहंस,Ramakrishna
13,शूद्र,Shudra
14,सुवर्णरेखा नदी,Subarnarekha River
15,हुगली नदी,Hooghly River
16,अफ़्रीका,Africa
17,कांग्रेस,Congress
18,कोलकाता,Kolkata
19,पिता,Father
20,बंकिमचन्द्र चट्टोपाध्याय,Bankim Chandra Chatterjee
21,बांग्लादेश,Bangladesh
22,बिहार,Bihar
23,भागलपुर,Bhagalpur
24,भारत,India
25,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
26,विवाह,Marriage
27,कलकत्ता विश्वविद्यालय,University of Calcutta
28,कला,Art
29,कादम्बिनी गांगुली,Kadambini Ganguly
30,दक्षिण एशिया,South Asia
31,देहरादून,Dehradun
32,भारत,India
33,संयुक्त प्रान्त आगरा व अवध,United Provinces of Agra and Oudh
