,hindi,english
0,अज्ञेय,Sachchidananda Vatsyayan
1,पटना विश्वविद्यालय,Patna University
2,प्रेमचंद,Premchand
3,मैला आँचल,Maila Anchal
4,हिन्दी,Hindi
5,इलाहाबाद विश्वविद्यालय,University of Allahabad
6,दरभंगा,Darbhanga
7,हिन्दी,Hindi
8,पत्रकार,Journalist
9,बिहार,Bihar
10,बेतिया,Bettiah
11,हिन्दी,Hindi
12,असहयोग आन्दोलन,Non-cooperation movement
13,कवि,Poet
14,चम्पारण सत्याग्रह,Champaran Satyagraha
15,नागार्जुन,Nagarjun
16,पत्रकार,Journalist
17,पत्रकारिता,Journalism
18,पश्चिम बंगाल,West Bengal
19,बिहार,Bihar
20,भारत छोड़ो आन्दोलन,Quit India Movement
21,भारतीय,Indian
22,भारतीय साहित्य,Indian literature
23,भारतीय स्वतंत्रता का क्रांतिकारी आन्दोलन,Revolutionary movement for Indian independence
24,महात्मा गांधी,Mahatma Gandhi
25,मोतिहारी,Motihari
26,रक्सौल,Raxaul
27,रामवृक्ष बेनीपुरी,Rambriksh Benipuri
28,राष्ट्रीयता,Nationality
29,विभूति नारायण राय,Vibhuti Narain Rai
30,शिवपूजन सहाय,Acharya Shivpujan Sahay
31,साहित्य,Literature
32,सुगौली,Sugauli
33,सुगौली संधि,Treaty of Sugauli
34,स्वतंत्रता संग्राम,Freedom movement
35,हरिवंश राय बच्चन,Harivansh Rai Bachchan
36,हिन्दी,Hindi
