,hindi,english
0,औरंगज़ेब,Aurangzeb
1,झारखंड,Jharkhand
2,पलामू के दुर्ग,Palamu Forts
3,महाराजा,Maharaja
4,रघुनाथ शाह,Raghunath Shah
5,कोलकाता,Kolkata
6,झारखण्ड,Jharkhand
7,पश्चिम मेदिनीपुर जिला,Paschim Medinipur district
8,बंगाल,Bengal
9,बिहार,Bihar
10,ब्राह्मण,Brahmin
11,भारत,India
12,भारतीय प्रौद्योगिकी संस्थान खड़गपुर,Indian Institute of Technology Kharagpur
13,रबीन्द्रनाथ ठाकुर,Rabindranath Tagore
14,रमेशचन्द्र मजुमदार,R. C. Majumdar
15,राजा राममोहन राय,Ram Mohan Roy
16,विद्यासागर सेतु,Vidyasagar Setu
17,विधवा,Widow
18,विवाह,Marriage
19,वैद्य,Vaidya
20,संस्कृत कॉलेज,The Sanskrit College and University
21,संस्कृत भाषा,Sanskrit
22,क्रोएशिया,Croatia
23,जमशेदपुर,Jamshedpur
24,दीपिका कुमारी,Deepika Kumari
25,द्रोणाचार्य पुरस्कार,Dronacharya Award
26,भारत,India
27,भारतीय,Indian
28,स्वर्ण पदक,Gold medal
29,2016 अंडर 19 क्रिकेट विश्व कप,2016 Under-19 Cricket World Cup
30,इंडियन प्रीमियर लीग,Indian Premier League
31,एडम गिलक्रिस्ट,Adam Gilchrist
32,कोलकाता नाइट राइडर्स,Kolkata Knight Riders
33,क्रिकेट,Cricket
34,गुजरात लॉयन्स,Gujarat Lions
35,पटना,Patna
36,बिहार,Bihar
37,महेंद्र सिंह धोनी,MS Dhoni
38,मुंबई इंडियंस,Mumbai Indians
39,२०१८ इंडियन प्रीमियर लीग,2018 Indian Premier League
