,hindi,english
0,आईबीएम,IBM
1,उद्यम संसाधन आयोजना,Enterprise resource planning
2,कंपनी,Company
3,संयुक्त राज्य अमेरिका,United States
4,अज़ीम प्रेमजी,Azim Premji
5,अध्यक्ष,Chairperson
6,आईबीएम,IBM
7,इक्विटी,Equity (finance)
8,उद्योग,Industry
9,एयरबस,Airbus
10,कंपनी,Company
11,कुवैत,Kuwait
12,जापान,Japan
13,तोशिबा,Toshiba
14,फॉर्चून 500,Fortune 500
15,बीएसई सेंसेक्स,BSE SENSEX
16,भारत,India
17,यूरोप,Europe
18,वनस्पति तेल,Vegetable oil
19,संयुक्त राज्य अमेरिका,United States
20,सूचना प्रौद्योगिकी,Information technology
21,सोनी,Sony
22,स्टैनफोर्ड विश्वविद्यालय,Pacific-10 Conference
23,पद्म भूषण,Padma Bhushan
24,भारत सरकार,Government of India
25,केरल,Kerala
26,भारत,India
27,वंडरला,Wonderla
