,hindi,english
0,महाविद्यालय,College (disambiguation)
1,राष्ट्रमण्डल,Commonwealth of Nations
2,विश्वविद्यालय,University
3,उपन्यास,Novel
4,तमिल भाषा,Tamil language
5,भारत,India
6,विश्वविद्यालय,University
7,अफगानिस्तान,Afghanistan
8,अफ़्गानिस्तान,Afghanistan
9,अहमद शाह अब्दाली,Ahmad Shah Durrani
10,इस्लाम,Islam
11,इस्लामी गणराज्य,Islamic republic
12,ईरान,Iran
13,एशिया,Asia
14,काबुल,Kabul
15,चीन,China (region)
16,डूरण्ड रेखा,Durand Line
17,ताजिकिस्तान,Tajikistan
18,तुर्कमेनिस्तान,Turkmenistan
19,दक्षिण एशिया,South Asia
20,दारा प्रथम,Darius the Great
21,दिल्ली,Delhi
22,दिल्ली सल्तनत,Delhi Sultanate
23,नाटो,NATO
24,नादिर शाह,Nader Shah
25,पठान,Pashtuns
26,पर्वतमाला,Mountain range
27,पाकिस्तान,Pakistan
28,पाकिस्तानी,Pakistanis
29,फ़ारस,History of Iran
30,फ़ारसी भाषा,Persian language
31,बाबर,Babur
32,भारत,India
33,भारतीय उपमहाद्वीप,Indian subcontinent
34,मध्य एशिया,Central Asia
35,महाभारत,Mahabharata
36,यूरोप,Europe
37,संस्कृति,Culture
38,हिन्दुस्तान,Hindustan
