,hindi,english
0,अक्षय कुमार,Akshay Kumar
1,अजय देवगन,Ajay Devgn
2,अभिनेता,Actor
3,इंटरनेट मूवी डेटाबेस,IMDb
4,कमल हासन,Kamal Haasan
5,जाट,Jat people
6,बॉलीवुड,Bollywood
7,बॉलीवुड हंगामा,Bollywood Hungama
8,भारतीय,Indian
9,भारतीय फिल्म और टेलिविज़न संस्थान,Film and Television Institute of India
10,रोहतक,Rohtak
11,हरियाणा,Haryana
12,इंटरनेट मूवी डेटाबेस,IMDb
13,फेसबुक,Facebook
14,इंडियन प्रीमियर लीग,Indian Premier League
15,इश्क,Ishq (1997 film)
16,क़यामत से क़यामत तक,Qayamat Se Qayamat Tak
17,गुलाब गैंग,Gulaab Gang
18,चॉक एन डस्टर,Chalk n Duster
19,जय मेहता,Jay Mehta
20,झलक दिखला जा,Jhalak Dikhhla Jaa
21,दीवाना मस्ताना,Deewana Mastana
22,नाजायज़,Naajayaz
23,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
24,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेत्री पुरस्कार,Filmfare Award for Best Actress
25,बोल राधा बोल,Bol Radha Bol
26,भारतीय राजस्व सेवा (आईआरएस),Indian Revenue Service
27,येस बॉस,Yes Boss (film)
28,राजू बन गया जेंटलमैन,Raju Ban Gaya Gentleman
29,लुटेरे,Lootere
30,लुधियाना,Ludhiana
31,स्टार स्क्रीन पुरस्कार,Screen Awards
32,हम हैं राही प्यार के,Hum Hain Rahi Pyar Ke
33,कवि,Poet
34,सांग,Saang
35,हरियाणा,Haryana
