,hindi,english
0,पंजाबी,Punjabi
1,पंजाबी,Punjabi
2,सिंह सभा,Singh Sabha Movement
3,हम हिन्दू नहीं,Ham Hindu Nahin
4,अमृतसर,Amritsar
5,पंजाब विश्वविद्यालय,Panjab University
6,पंजाबी साहित्य,Punjabi literature
7,भाई वीर सिंह,Vir Singh (writer)
8,अखिल भारतीय प्रगतिशील लेखक संघ,Progressive Writers' Movement
9,इंटरनेट मूवी डेटाबेस,IMDb
10,उपन्यास,Novel
11,ऋषिकेश मुखर्जी,Hrishikesh Mukherjee
12,पाकिस्तान,Pakistan
13,भारत,India
14,मधुमती,Madhumati
15,संजीव कुमार,Sanjeev Kumar
16,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
17,सियालकोट,Sialkot
18,हिन्दी,Hindi
