,hindi,english
0,नागानन्द,Nagananda
1,नाटक,Drama
2,भास,Bhāsa
3,युनेस्को,UNESCO
4,संस्कृत नाटक,Indian classical drama
5,स्वप्नवासवदत्ता,Svapnavasavadattam
6,केरल,Kerala
7,भारत,India
8,मलयालम,Malayalam
9,साहित्य अकादमी,Sahitya Akademi
10,भारत,India
11,अर्जुन पुरस्कार,Arjuna Award
12,इंडोनेशिया,Indonesia
13,एथलीट,Athlete
14,एशियाई खेल,Asian Games
15,कुवैत,Kuwait
16,केरल,Kerala
17,कैनबरा,Canberra
18,जकार्ता,Jakarta
19,दिल्ली,Delhi
20,नई दिल्ली,New Delhi
21,पटियाला,Patiala
22,पद्म श्री,Padma Shri
23,पुणे,Pune
24,भारत,India
25,मलेशिया,Malaysia
26,मिलखा सिंह,Milkha Singh
27,रोम,Rome
28,सिंगापुर,Singapore
29,सियोल,Seoul
30,१९७६,1976
