,hindi,english
0,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
1,कर्पूरी ठाकुर,Karpoori Thakur
2,केन्द्रीय अन्वेषण ब्यूरो,Central Bureau of Investigation
3,गोपालगंज,"Gopalganj, Bihar"
4,चारा घोटाला,Fodder Scam
5,जगन्नाथ मिश्र,Jagannath Mishra
6,जयप्रकाश नारायण,Jayaprakash Narayan
7,तेज प्रताप यादव,Tej Pratap Yadav
8,तेजस्वी यादव,Tejashwi Yadav
9,पत्नी,Wife
10,बिहार,Bihar
11,बिहार के मुख्यमंत्री,List of chief ministers of Bihar
12,भारतीय संसद,Parliament of India
13,मीसा भारती,Misa Bharti
14,राँची,Ranchi
15,राबड़ी देवी,Rabri Devi
16,राष्ट्रीय जनता दल,Rashtriya Janata Dal
17,लालकृष्ण आडवाणी,L. K. Advani
18,लोक सभा,Lok Sabha
19,विधान सभा,State Legislative Assembly (India)
20,संयुक्त प्रगतिशील गठबंधन,United Progressive Alliance
21,सत्येन्द्र नारायण सिन्हा,Satyendra Narayan Sinha
22,सांसद,Member of parliament
23,हेमा मालिनी,Hema Malini
24,पटना विश्वविद्यालय,Patna University
25,मोहम्मद युनुस,Muhammad Yunus
26,इंटरनेट मूवी डेटाबेस,IMDb
27,पटना,Patna
28,बिहार,Bihar
29,भारत,India
30,सतीश कौशिक,Satish Kaushik
